Freq.	V(vo)/V(Vi)
2.55270130266105e+003	(-1.42999816596273e+001dB,-1.01114864818155e+002°)
2.55858588690545e+003	(-1.42722158524597e+001dB,-1.01150904633155e+002°)
2.56448403651752e+003	(-1.42444089390636e+001dB,-1.01187117960066e+002°)
2.57039578276867e+003	(-1.42165606777845e+001dB,-1.01223506080164e+002°)
2.57632115700238e+003	(-1.41886708254121e+001dB,-1.01260070287331e+002°)
2.58226019063440e+003	(-1.41607391368790e+001dB,-1.01296811888867e+002°)
2.58821291515290e+003	(-1.41327653656150e+001dB,-1.01333732205004e+002°)
2.59417936211862e+003	(-1.41047492636084e+001dB,-1.01370832568973e+002°)
2.60015956316507e+003	(-1.40766905807273e+001dB,-1.01408114328084e+002°)
2.60615354999870e+003	(-1.40485890653768e+001dB,-1.01445578843086e+002°)
2.61216135439901e+003	(-1.40204444644054e+001dB,-1.01483227488219e+002°)
2.61818300821879e+003	(-1.39922565228022e+001dB,-1.01521061651994e+002°)
2.62421854338424e+003	(-1.39640249836108e+001dB,-1.01559082737476e+002°)
2.63026799189518e+003	(-1.39357495885745e+001dB,-1.01597292161316e+002°)
2.63633138582518e+003	(-1.39074300775413e+001dB,-1.01635691355047e+002°)
2.64240875732175e+003	(-1.38790661881487e+001dB,-1.01674281765478e+002°)
2.64850013860650e+003	(-1.38506576568460e+001dB,-1.01713064853456e+002°)
2.65460556197534e+003	(-1.38222042181451e+001dB,-1.01752042095193e+002°)
2.66072505979861e+003	(-1.37937056046768e+001dB,-1.01791214982208e+002°)
2.66685866452128e+003	(-1.37651615469606e+001dB,-1.01830585021996e+002°)
2.67300640866311e+003	(-1.37365717744213e+001dB,-1.01870153736647e+002°)
2.67916832481883e+003	(-1.37079360139740e+001dB,-1.01909922665068e+002°)
2.68534444565830e+003	(-1.36792539907467e+001dB,-1.01949893362086e+002°)
2.69153480392671e+003	(-1.36505254283676e+001dB,-1.01990067398416e+002°)
2.69773943244471e+003	(-1.36217500482785e+001dB,-1.02030446361554e+002°)
2.70395836410864e+003	(-1.35929275700955e+001dB,-1.02071031855628e+002°)
2.71019163189064e+003	(-1.35640577115952e+001dB,-1.02111825501642e+002°)
2.71643926883887e+003	(-1.35351401883275e+001dB,-1.02152828938065e+002°)
2.72270130807770e+003	(-1.35061747144176e+001dB,-1.02194043820069e+002°)
2.72897778280783e+003	(-1.34771610015156e+001dB,-1.02235471821101e+002°)
2.73526872630650e+003	(-1.34480987595220e+001dB,-1.02277114632138e+002°)
2.74157417192767e+003	(-1.34189876964974e+001dB,-1.02318973961961e+002°)
2.74789415310219e+003	(-1.33898275182816e+001dB,-1.02361051537999e+002°)
2.75422870333795e+003	(-1.33606179288440e+001dB,-1.02403349105913e+002°)
2.76057785622013e+003	(-1.33313586298309e+001dB,-1.02445868430601e+002°)
2.76694164541130e+003	(-1.33020493212872e+001dB,-1.02488611295397e+002°)
2.77332010465163e+003	(-1.32726897009735e+001dB,-1.02531579503107e+002°)
2.77971326775907e+003	(-1.32432794644300e+001dB,-1.02574774876306e+002°)
2.78612116862956e+003	(-1.32138183051830e+001dB,-1.02618199257311e+002°)
2.79254384123712e+003	(-1.31843059151638e+001dB,-1.02661854507584e+002°)
2.79898131963415e+003	(-1.31547419832345e+001dB,-1.02705742510468e+002°)
2.80543363795150e+003	(-1.31251261969235e+001dB,-1.02749865168507e+002°)
2.81190083039872e+003	(-1.30954582413200e+001dB,-1.02794224405665e+002°)
2.81838293126424e+003	(-1.30657377991987e+001dB,-1.02838822167211e+002°)
2.82487997491549e+003	(-1.30359645513008e+001dB,-1.02883660419625e+002°)
2.83139199579916e+003	(-1.30061381763156e+001dB,-1.02928741150822e+002°)
2.83791902844134e+003	(-1.29762583506473e+001dB,-1.02974066370835e+002°)
2.84446110744770e+003	(-1.29463247479627e+001dB,-1.03019638112857e+002°)
2.85101826750369e+003	(-1.29163370405599e+001dB,-1.03065458431221e+002°)
2.85759054337473e+003	(-1.28862948978917e+001dB,-1.03111529404049e+002°)
2.86417796990636e+003	(-1.28561979872857e+001dB,-1.03157853132543e+002°)
2.87078058202447e+003	(-1.28260459737048e+001dB,-1.03204431741528e+002°)
2.87739841473545e+003	(-1.27958385201684e+001dB,-1.03251267379041e+002°)
2.88403150312638e+003	(-1.27655752866440e+001dB,-1.03298362218484e+002°)
2.89067988236525e+003	(-1.27352559314184e+001dB,-1.03345718456735e+002°)
2.89734358770110e+003	(-1.27048801104230e+001dB,-1.03393338315510e+002°)
2.90402265446422e+003	(-1.26744474767082e+001dB,-1.03441224042529e+002°)
2.91071711806638e+003	(-1.26439576810105e+001dB,-1.03489377910920e+002°)
2.91742701400094e+003	(-1.26134103724644e+001dB,-1.03537802218387e+002°)
2.92415237784311e+003	(-1.25828051969849e+001dB,-1.03586499290207e+002°)
2.93089324525009e+003	(-1.25521417978354e+001dB,-1.03635471478670e+002°)
2.93764965196130e+003	(-1.25214198169159e+001dB,-1.03684721161167e+002°)
2.94442163379853e+003	(-1.24906388926447e+001dB,-1.03734250744229e+002°)
2.95120922666616e+003	(-1.24597986613874e+001dB,-1.03784062661282e+002°)
2.95801246655131e+003	(-1.24288987570130e+001dB,-1.03834159373959e+002°)
2.96483138952411e+003	(-1.23979388106595e+001dB,-1.03884543372879e+002°)
2.97166603173779e+003	(-1.23669184509980e+001dB,-1.03935217177265e+002°)
2.97851642942896e+003	(-1.23358373045923e+001dB,-1.03986183335116e+002°)
2.98538261891773e+003	(-1.23046949947847e+001dB,-1.04037444425179e+002°)
2.99226463660795e+003	(-1.22734911426307e+001dB,-1.04089003055993e+002°)
2.99916251898742e+003	(-1.22422253667286e+001dB,-1.04140861866328e+002°)
3.00607630262799e+003	(-1.22108972829957e+001dB,-1.04193023526247e+002°)
3.01300602418588e+003	(-1.21795065042812e+001dB,-1.04245490737920e+002°)
3.01995172040178e+003	(-1.21480526413717e+001dB,-1.04298266234562e+002°)
3.02691342810107e+003	(-1.21165353023907e+001dB,-1.04351352781747e+002°)
3.03389118419403e+003	(-1.20849540921335e+001dB,-1.04404753179022e+002°)
3.04088502567604e+003	(-1.20533086134952e+001dB,-1.04458470257849e+002°)
3.04789498962774e+003	(-1.20215984660865e+001dB,-1.04512506884576e+002°)
3.05492111321527e+003	(-1.19898232470120e+001dB,-1.04566865959531e+002°)
3.06196343369043e+003	(-1.19579825507724e+001dB,-1.04621550417402e+002°)
3.06902198839091e+003	(-1.19260759689738e+001dB,-1.04676563228583e+002°)
3.07609681474046e+003	(-1.18941030902360e+001dB,-1.04731907399721e+002°)
3.08318795024911e+003	(-1.18620635008189e+001dB,-1.04787585972902e+002°)
3.09029543251334e+003	(-1.18299567838938e+001dB,-1.04843602027659e+002°)
3.09741929921633e+003	(-1.17977825198871e+001dB,-1.04899958680822e+002°)
3.10455958812811e+003	(-1.17655402864645e+001dB,-1.04956659087061e+002°)
3.11171633710577e+003	(-1.17332296581591e+001dB,-1.05013706440144e+002°)
3.11888958409369e+003	(-1.17008502070690e+001dB,-1.05071103972056e+002°)
3.12607936712371e+003	(-1.16684015021290e+001dB,-1.05128854954995e+002°)
3.13328572431534e+003	(-1.16358831094612e+001dB,-1.05186962701446e+002°)
3.14050869387597e+003	(-1.16032945922718e+001dB,-1.05245430564490e+002°)
3.14774831410106e+003	(-1.15706355108591e+001dB,-1.05304261938949e+002°)
3.15500462337437e+003	(-1.15379054226531e+001dB,-1.05363460261427e+002°)
3.16227766016813e+003	(-1.15051038819244e+001dB,-1.05423029011687e+002°)
3.16956746304324e+003	(-1.14722304401329e+001dB,-1.05482971712710e+002°)
3.17687407064952e+003	(-1.14392846458986e+001dB,-1.05543291930982e+002°)
3.18419752172587e+003	(-1.14062660445834e+001dB,-1.05603993278499e+002°)
3.19153785510051e+003	(-1.13731741789668e+001dB,-1.05665079411478e+002°)
3.19889510969114e+003	(-1.13400085881890e+001dB,-1.05726554033703e+002°)
3.20626932450521e+003	(-1.13067688087162e+001dB,-1.05788420894771e+002°)
3.21366053864006e+003	(-1.12734543744162e+001dB,-1.05850683791072e+002°)
3.22106879128318e+003	(-1.12400648151102e+001dB,-1.05913346568958e+002°)
3.22849412171238e+003	(-1.12065996585666e+001dB,-1.05976413121862e+002°)
3.23593656929602e+003	(-1.11730584290620e+001dB,-1.06039887393696e+002°)
3.24339617349323e+003	(-1.11394406475776e+001dB,-1.06103773379031e+002°)
3.25087297385408e+003	(-1.11057458320949e+001dB,-1.06168075123779e+002°)
3.25836701001983e+003	(-1.10719734979165e+001dB,-1.06232796724716e+002°)
3.26587832172309e+003	(-1.10381231571116e+001dB,-1.06297942331898e+002°)
3.27340694878812e+003	(-1.10041943181328e+001dB,-1.06363516149716e+002°)
3.28095293113093e+003	(-1.09701864868240e+001dB,-1.06429522436264e+002°)
3.28851630875957e+003	(-1.09360991657543e+001dB,-1.06495965504961e+002°)
3.29609712177431e+003	(-1.09019318543021e+001dB,-1.06562849725726e+002°)
3.30369541036788e+003	(-1.08676840489112e+001dB,-1.06630179524793e+002°)
3.31131121482564e+003	(-1.08333552426126e+001dB,-1.06697959387097e+002°)
3.31894457552584e+003	(-1.07989449254994e+001dB,-1.06766193855826e+002°)
3.32659553293978e+003	(-1.07644525846557e+001dB,-1.06834887533567e+002°)
3.33426412763208e+003	(-1.07298777034575e+001dB,-1.06904045084890e+002°)
3.34195040026087e+003	(-1.06952197626873e+001dB,-1.06973671234727e+002°)
3.34965439157801e+003	(-1.06604782395469e+001dB,-1.07043770771398e+002°)
3.35737614242927e+003	(-1.06256526085822e+001dB,-1.07114348545927e+002°)
3.36511569375463e+003	(-1.05907423406910e+001dB,-1.07185409474931e+002°)
3.37287308658841e+003	(-1.05557469038214e+001dB,-1.07256958540046e+002°)
3.38064836205954e+003	(-1.05206657629245e+001dB,-1.07329000789558e+002°)
3.38844156139175e+003	(-1.04854983796516e+001dB,-1.07401541339539e+002°)
3.39625272590381e+003	(-1.04502442122355e+001dB,-1.07474585375567e+002°)
3.40408189700973e+003	(-1.04149027164741e+001dB,-1.07548138151696e+002°)
3.41192911621901e+003	(-1.03794733443950e+001dB,-1.07622204994182e+002°)
3.41979442513681e+003	(-1.03439555450510e+001dB,-1.07696791301339e+002°)
3.42767786546422e+003	(-1.03083487644478e+001dB,-1.07771902544624e+002°)
3.43557947899847e+003	(-1.02726524456240e+001dB,-1.07847544269676e+002°)
3.44349930763310e+003	(-1.02368660284555e+001dB,-1.07923722098026e+002°)
3.45143739335828e+003	(-1.02009889491832e+001dB,-1.08000441729431e+002°)
3.45939377826094e+003	(-1.01650206421597e+001dB,-1.08077708939130e+002°)
3.46736850452503e+003	(-1.01289605373758e+001dB,-1.08155529584974e+002°)
3.47536161443177e+003	(-1.00928080629629e+001dB,-1.08233909602795e+002°)
3.48337315035983e+003	(-1.00565626430675e+001dB,-1.08312855012715e+002°)
3.49140315478557e+003	(-1.00202236992650e+001dB,-1.08392371917466e+002°)
3.49945167028329e+003	(-9.98379065049840e+000dB,-1.08472466503651e+002°)
3.50751873952539e+003	(-9.94726291214772e+000dB,-1.08553145045615e+002°)
3.51560440528269e+003	(-9.91063989701283e+000dB,-1.08634413904419e+002°)
3.52370871042458e+003	(-9.87392101487288e+000dB,-1.08716279530691e+002°)
3.53183169791928e+003	(-9.83710567297705e+000dB,-1.08798748464550e+002°)
3.53997341083405e+003	(-9.80019327513220e+000dB,-1.08881827339738e+002°)
3.54813389233546e+003	(-9.76318322283420e+000dB,-1.08965522882468e+002°)
3.55631318568956e+003	(-9.72607491467452e+000dB,-1.09049841914232e+002°)
3.56451133426215e+003	(-9.68886774646519e+000dB,-1.09134791353538e+002°)
3.57272838151899e+003	(-9.65156111153731e+000dB,-1.09220378216538e+002°)
3.58096437102606e+003	(-9.61415440046144e+000dB,-1.09306609619852e+002°)
3.58921934644976e+003	(-9.57664700107057e+000dB,-1.09393492781771e+002°)
3.59749335155713e+003	(-9.53903829887945e+000dB,-1.09481035023664e+002°)
3.60578643021613e+003	(-9.50132767677642e+000dB,-1.09569243772178e+002°)
3.61409862639583e+003	(-9.46351451549065e+000dB,-1.09658126560051e+002°)
3.62242998416669e+003	(-9.42559819290756e+000dB,-1.09747691029863e+002°)
3.63078054770071e+003	(-9.38757808514568e+000dB,-1.09837944933236e+002°)
3.63915036127177e+003	(-9.34945356546658e+000dB,-1.09928896135570e+002°)
3.64753946925577e+003	(-9.31122400571137e+000dB,-1.10020552614741e+002°)
3.65594791613094e+003	(-9.27288877486288e+000dB,-1.10112922466436e+002°)
3.66437574647803e+003	(-9.23444724049575e+000dB,-1.10206013903059e+002°)
3.67282300498054e+003	(-9.19589876775206e+000dB,-1.10299835258083e+002°)
3.68128973642501e+003	(-9.15724272019553e+000dB,-1.10394394986682e+002°)
3.68977598570120e+003	(-9.11847845953690e+000dB,-1.10489701668214e+002°)
3.69828179780235e+003	(-9.07960534580919e+000dB,-1.10585764008445e+002°)
3.70680721782545e+003	(-9.04062273746480e+000dB,-1.10682590841699e+002°)
3.71535229097141e+003	(-9.00152999159287e+000dB,-1.10780191132377e+002°)
3.72391706254537e+003	(-8.96232646344820e+000dB,-1.10878573979225e+002°)
3.73250157795689e+003	(-8.92301150761650e+000dB,-1.10977748614465e+002°)
3.74110588272022e+003	(-8.88358447713556e+000dB,-1.11077724408915e+002°)
3.74973002245452e+003	(-8.84404472428689e+000dB,-1.11178510872582e+002°)
3.75837404288413e+003	(-8.80439160024385e+000dB,-1.11280117658103e+002°)
3.76703798983877e+003	(-8.76462445548633e+000dB,-1.11382554562713e+002°)
3.77572190925384e+003	(-8.72474263986581e+000dB,-1.11485831530776e+002°)
3.78442584717061e+003	(-8.68474550282365e+000dB,-1.11589958656238e+002°)
3.79314984973650e+003	(-8.64463239321008e+000dB,-1.11694946186077e+002°)
3.80189396320529e+003	(-8.60440266015951e+000dB,-1.11800804520719e+002°)
3.81065823393741e+003	(-8.56405565228758e+000dB,-1.11907544219836e+002°)
3.81944270840014e+003	(-8.52359071876880e+000dB,-1.12015176002145e+002°)
3.82824743316790e+003	(-8.48300720919904e+000dB,-1.12123710749308e+002°)
3.83707245492246e+003	(-8.44230447318633e+000dB,-1.12233159510301e+002°)
3.84591782045321e+003	(-8.40148186154010e+000dB,-1.12343533501595e+002°)
3.85478357665739e+003	(-8.36053872580859e+000dB,-1.12454844111767e+002°)
3.86366977054036e+003	(-8.31947441903075e+000dB,-1.12567102903194e+002°)
3.87257644921584e+003	(-8.27828829490038e+000dB,-1.12680321617866e+002°)
3.88150365990615e+003	(-8.23697970963754e+000dB,-1.12794512175865e+002°)
3.89045144994248e+003	(-8.19554802060072e+000dB,-1.12909686683225e+002°)
3.89941986676510e+003	(-8.15399258757322e+000dB,-1.13025857431949e+002°)
3.90840895792369e+003	(-8.11231277271360e+000dB,-1.13143036904416e+002°)
3.91741877107750e+003	(-8.07050794055441e+000dB,-1.13261237777190e+002°)
3.92644935399566e+003	(-8.02857745894300e+000dB,-1.13380472922594e+002°)
3.93550075455744e+003	(-7.98652069855773e+000dB,-1.13500755414358e+002°)
3.94457302075245e+003	(-7.94433703418987e+000dB,-1.13622098528287e+002°)
3.95366620068094e+003	(-7.90202584370086e+000dB,-1.13744515749683e+002°)
3.96278034255406e+003	(-7.85958650964588e+000dB,-1.13868020773082e+002°)
3.97191549469406e+003	(-7.81701841892113e+000dB,-1.13992627508161e+002°)
3.98107170553463e+003	(-7.77432096343755e+000dB,-1.14118350082334e+002°)
3.99024902362108e+003	(-7.73149354042440e+000dB,-1.14245202844614e+002°)
3.99944749761063e+003	(-7.68853555251585e+000dB,-1.14373200370642e+002°)
4.00866717627269e+003	(-7.64544640845608e+000dB,-1.14502357465292e+002°)
4.01790810848906e+003	(-7.60222552366656e+000dB,-1.14632689166510e+002°)
4.02717034325425e+003	(-7.55887232009699e+000dB,-1.14764210750862e+002°)
4.03645392967570e+003	(-7.51538622769717e+000dB,-1.14896937734484e+002°)
4.04575891697408e+003	(-7.47176668356481e+000dB,-1.15030885881436e+002°)
4.05508535448349e+003	(-7.42801313363036e+000dB,-1.15166071204007e+002°)
4.06443329165178e+003	(-7.38412503240470e+000dB,-1.15302509969302e+002°)
4.07380277804078e+003	(-7.34010184390403e+000dB,-1.15440218702591e+002°)
4.08319386332657e+003	(-7.29594304174441e+000dB,-1.15579214192864e+002°)
4.09260659729976e+003	(-7.25164811058100e+000dB,-1.15719513494333e+002°)
4.10204102986572e+003	(-7.20721654579481e+000dB,-1.15861133934416e+002°)
4.11149721104487e+003	(-7.16264785443968e+000dB,-1.16004093116468e+002°)
4.12097519097295e+003	(-7.11794155590939e+000dB,-1.16148408924796e+002°)
4.13047501990126e+003	(-7.07309718272792e+000dB,-1.16294099528975e+002°)
4.13999674819695e+003	(-7.02811428095524e+000dB,-1.16441183388948e+002°)
4.14954042634327e+003	(-6.98299241124673e+000dB,-1.16589679259286e+002°)
4.15910610493986e+003	(-6.93773114919862e+000dB,-1.16739606194953e+002°)
4.16869383470299e+003	(-6.89233008643846e+000dB,-1.16890983555366e+002°)
4.17830366646586e+003	(-6.84678883104300e+000dB,-1.17043831010462e+002°)
4.18793565117882e+003	(-6.80110700904494e+000dB,-1.17198168543528e+002°)
4.19758983990971e+003	(-6.75528426436301e+000dB,-1.17354016459258e+002°)
4.20726628384407e+003	(-6.70932026062655e+000dB,-1.17511395386013e+002°)
4.21696503428546e+003	(-6.66321468139774e+000dB,-1.17670326282916e+002°)
4.22668614265566e+003	(-6.61696723145995e+000dB,-1.17830830444386e+002°)
4.23642966049504e+003	(-6.57057763766340e+000dB,-1.17992929505515e+002°)
4.24619563946276e+003	(-6.52404565033382e+000dB,-1.18156645446376e+002°)
4.25598413133706e+003	(-6.47737104341358e+000dB,-1.18322000600255e+002°)
4.26579518801555e+003	(-6.43055361685306e+000dB,-1.18489017654935e+002°)
4.27562886151549e+003	(-6.38359319647103e+000dB,-1.18657719662250e+002°)
4.28548520397402e+003	(-6.33648963640073e+000dB,-1.18828130039166e+002°)
4.29536426764850e+003	(-6.28924281907556e+000dB,-1.19000272577830e+002°)
4.30526610491673e+003	(-6.24185265738203e+000dB,-1.19174171447730e+002°)
4.31519076827727e+003	(-6.19431909569361e+000dB,-1.19349851202441e+002°)
4.32513831034971e+003	(-6.14664211098760e+000dB,-1.19527336785856e+002°)
4.33510878387491e+003	(-6.09882171483730e+000dB,-1.19706653535461e+002°)
4.34510224171533e+003	(-6.05085795426982e+000dB,-1.19887827190711e+002°)
4.35511873685530e+003	(-6.00275091381816e+000dB,-1.20070883895832e+002°)
4.36515832240128e+003	(-5.95450071641873e+000dB,-1.20255850208266e+002°)
4.37522105158214e+003	(-5.90610752595753e+000dB,-1.20442753100613e+002°)
4.38530697774947e+003	(-5.85757154786018e+000dB,-1.20631619970354e+002°)
4.39541615437786e+003	(-5.80889303174454e+000dB,-1.20822478641653e+002°)
4.40554863506515e+003	(-5.76007227292957e+000dB,-1.21015357371851e+002°)
4.41570447353274e+003	(-5.71110961407797e+000dB,-1.21210284857788e+002°)
4.42588372362588e+003	(-5.66200544739956e+000dB,-1.21407290239894e+002°)
4.43608643931393e+003	(-5.61276021638608e+000dB,-1.21606403108790e+002°)
4.44631267469070e+003	(-5.56337441815574e+000dB,-1.21807653508483e+002°)
4.45656248397464e+003	(-5.51384860530584e+000dB,-1.22011071943402e+002°)
4.46683592150924e+003	(-5.46418338863213e+000dB,-1.22216689380613e+002°)
4.47713304176323e+003	(-5.41437943858964e+000dB,-1.22424537258253e+002°)
4.48745389933093e+003	(-5.36443748814612e+000dB,-1.22634647488125e+002°)
4.49779854893248e+003	(-5.31435833557771e+000dB,-1.22847052458440e+002°)
4.50816704541420e+003	(-5.26414284578386e+000dB,-1.23061785043323e+002°)
4.51855944374883e+003	(-5.21379195432214e+000dB,-1.23278878601179e+002°)
4.52897579903581e+003	(-5.16330666922570e+000dB,-1.23498366981715e+002°)
4.53941616650163e+003	(-5.11268807384221e+000dB,-1.23720284529637e+002°)
4.54988060150008e+003	(-5.06193732980685e+000dB,-1.23944666087780e+002°)
4.56036915951256e+003	(-5.01105568012775e+000dB,-1.24171546999461e+002°)
4.57088189614835e+003	(-4.96004445194096e+000dB,-1.24400963112443e+002°)
4.58141886714493e+003	(-4.90890505963267e+000dB,-1.24632950782189e+002°)
4.59198012836828e+003	(-4.85763900855590e+000dB,-1.24867546871413e+002°)
4.60256573581315e+003	(-4.80624789752358e+000dB,-1.25104788755816e+002°)
4.61317574560339e+003	(-4.75473342328669e+000dB,-1.25344714320913e+002°)
4.62381021399219e+003	(-4.70309738298142e+000dB,-1.25587361968159e+002°)
4.63446919736247e+003	(-4.65134167858048e+000dB,-1.25832770611633e+002°)
4.64515275222708e+003	(-4.59946832016509e+000dB,-1.26080979680234e+002°)
4.65586093522918e+003	(-4.54747942991233e+000dB,-1.26332029117086e+002°)
4.66659380314247e+003	(-4.49537724626736e+000dB,-1.26585959376975e+002°)
4.67735141287157e+003	(-4.44316412780521e+000dB,-1.26842811426356e+002°)
4.68813382145224e+003	(-4.39084255728480e+000dB,-1.27102626741283e+002°)
4.69894108605174e+003	(-4.33841514641779e+000dB,-1.27365447302504e+002°)
4.70977326396911e+003	(-4.28588463944814e+000dB,-1.27631315595921e+002°)
4.72063041263549e+003	(-4.23325391885227e+000dB,-1.27900274602219e+002°)
4.73151258961438e+003	(-4.18052600901883e+000dB,-1.28172367796536e+002°)
4.74241985260202e+003	(-4.12770408138583e+000dB,-1.28447639140802e+002°)
4.75335225942763e+003	(-4.07479145923916e+000dB,-1.28726133076530e+002°)
4.76430986805373e+003	(-4.02179162304491e+000dB,-1.29007894515616e+002°)
4.77529273657648e+003	(-3.96870821516720e+000dB,-1.29292968832948e+002°)
4.78630092322596e+003	(-3.91554504514270e+000dB,-1.29581401856380e+002°)
4.79733448636646e+003	(-3.86230609544055e+000dB,-1.29873239852945e+002°)
4.80839348449686e+003	(-3.80899552657725e+000dB,-1.30168529518272e+002°)
4.81947797625084e+003	(-3.75561768253508e+000dB,-1.30467317963650e+002°)
4.83058802039730e+003	(-3.70217709714933e+000dB,-1.30769652696989e+002°)
4.84172367584056e+003	(-3.64867849922749e+000dB,-1.31075581609651e+002°)
4.85288500162078e+003	(-3.59512681897427e+000dB,-1.31385152955488e+002°)
4.86407205691418e+003	(-3.54152719355199e+000dB,-1.31698415333856e+002°)
4.87528490103343e+003	(-3.48788497360232e+000dB,-1.32015417665198e+002°)
4.88652359342790e+003	(-3.43420572927682e+000dB,-1.32336209169198e+002°)
4.89778819368402e+003	(-3.38049525661776e+000dB,-1.32660839338987e+002°)
4.90907876152559e+003	(-3.32675958372529e+000dB,-1.32989357915190e+002°)
4.92039535681407e+003	(-3.27300497766870e+000dB,-1.33321814854441e+002°)
4.93173803954892e+003	(-3.21923795053070e+000dB,-1.33658260300699e+002°)
4.94310686986791e+003	(-3.16546526640193e+000dB,-1.33998744549187e+002°)
4.95450190804746e+003	(-3.11169394756529e+000dB,-1.34343318013883e+002°)
4.96592321450291e+003	(-3.05793128173642e+000dB,-1.34692031185285e+002°)
4.97737084978891e+003	(-3.00418482813416e+000dB,-1.35044934593836e+002°)
4.98884487459967e+003	(-2.95046242483332e+000dB,-1.35402078762685e+002°)
5.00034534976933e+003	(-2.89677219484252e+000dB,-1.35763514165715e+002°)
5.01187233627227e+003	(-2.84312255336602e+000dB,-1.36129291174953e+002°)
5.02342589522342e+003	(-2.78952221408644e+000dB,-1.36499460011540e+002°)
5.03500608787859e+003	(-2.73598019585496e+000dB,-1.36874070690661e+002°)
5.04661297563483e+003	(-2.68250582917166e+000dB,-1.37253172964001e+002°)
5.05824662003068e+003	(-2.62910876299035e+000dB,-1.37636816256440e+002°)
5.06990708274658e+003	(-2.57579897051721e+000dB,-1.38025049605857e+002°)
5.08159442560515e+003	(-2.52258675568988e+000dB,-1.38417921593250e+002°)
5.09330871057149e+003	(-2.46948275916418e+000dB,-1.38815480272653e+002°)
5.10504999975360e+003	(-2.41649796412380e+000dB,-1.39217773096265e+002°)
5.11681835540261e+003	(-2.36364370178130e+000dB,-1.39624846837748e+002°)
5.12861383991318e+003	(-2.31093165692805e+000dB,-1.40036747509192e+002°)
5.14043651582379e+003	(-2.25837387284368e+000dB,-1.40453520276803e+002°)
5.15228644581710e+003	(-2.20598275608010e+000dB,-1.40875209371751e+002°)
5.16416369272024e+003	(-2.15377108082178e+000dB,-1.41301857997733e+002°)
5.17606831950521e+003	(-2.10175199297574e+000dB,-1.41733508233346e+002°)
5.18800038928914e+003	(-2.04993901359360e+000dB,-1.42170200933117e+002°)
5.19995996533469e+003	(-1.99834604193762e+000dB,-1.42611975623254e+002°)
5.21194711105033e+003	(-1.94698735817272e+000dB,-1.43058870392413e+002°)
5.22396188999072e+003	(-1.89587762526654e+000dB,-1.43510921781091e+002°)
5.23600436585702e+003	(-1.84503189034546e+000dB,-1.43968164665667e+002°)
5.24807460249725e+003	(-1.79446558542677e+000dB,-1.44430632139722e+002°)
5.26017266390658e+003	(-1.74419452754147e+000dB,-1.44898355390062e+002°)
5.27229861422775e+003	(-1.69423491769793e+000dB,-1.45371363572860e+002°)
5.28445251775132e+003	(-1.64460333959382e+000dB,-1.45849683681833e+002°)
5.29663443891609e+003	(-1.59531675705025e+000dB,-1.46333340416745e+002°)
5.30884444230940e+003	(-1.54639251066199e+000dB,-1.46822356047384e+002°)
5.32108259266745e+003	(-1.49784831346025e+000dB,-1.47316750275703e+002°)
5.33334895487572e+003	(-1.44970224575085e+000dB,-1.47816540092346e+002°)
5.34564359396923e+003	(-1.40197274827090e+000dB,-1.48321739638163e+002°)
5.35796657513292e+003	(-1.35467861501414e+000dB,-1.48832360054397e+002°)
5.37031796370203e+003	(-1.30783898438352e+000dB,-1.49348409337408e+002°)
5.38269782516239e+003	(-1.26147332909665e+000dB,-1.49869892191329e+002°)
5.39510622515078e+003	(-1.21560144503713e+000dB,-1.50396809878031e+002°)
5.40754322945531e+003	(-1.17024343855808e+000dB,-1.50929160069148e+002°)
5.42000890401574e+003	(-1.12541971266377e+000dB,-1.51466936694460e+002°)
5.43250331492383e+003	(-1.08115095150299e+000dB,-1.52010129795360e+002°)
5.44502652842371e+003	(-1.03745810350933e+000dB,-1.52558725376876e+002°)
5.45757861091221e+003	(-9.94362363191903e-001dB,-1.53112705260878e+002°)
5.47015962893921e+003	(-9.51885151226483e-001dB,-1.53672046943676e+002°)
5.48276964920803e+003	(-9.10048093133785e-001dB,-1.54236723454386e+002°)
5.49540873857574e+003	(-8.68872996303260e-001dB,-1.54806703219459e+002°)
5.50807696405353e+003	(-8.28381825546525e-001dB,-1.55381949929565e+002°)
5.52077439280706e+003	(-7.88596677121599e-001dB,-1.55962422411130e+002°)
5.53350109215686e+003	(-7.49539750921632e-001dB,-1.56548074508683e+002°)
5.54625712957860e+003	(-7.11233321636259e-001dB,-1.57138854965254e+002°)
5.55904257270352e+003	(-6.73699707922085e-001dB,-1.57734707317701e+002°)
5.57185748931878e+003	(-6.36961240166934e-001dB,-1.58335569799511e+002°)
5.58470194736779e+003	(-6.01040227214013e-001dB,-1.58941375245787e+002°)
5.59757601495058e+003	(-5.65958921019399e-001dB,-1.59552051019564e+002°)
5.61047976032419e+003	(-5.31739480611831e-001dB,-1.60167518938243e+002°)
5.62341325190297e+003	(-4.98403934465752e-001dB,-1.60787695217118e+002°)
5.63637655825902e+003	(-4.65974141732473e-001dB,-1.61412490425461e+002°)
5.64936974812250e+003	(-4.34471752536494e-001dB,-1.62041809452762e+002°)
5.66239289038201e+003	(-4.03918167192269e-001dB,-1.62675551491308e+002°)
5.67544605408495e+003	(-3.74334494651235e-001dB,-1.63313610032361e+002°)
5.68852930843789e+003	(-3.45741510181325e-001dB,-1.63955872877753e+002°)
