Freq.	V(vo)/V(Vi)
5.30884444230967e+002	(-2.94424198730977e+001dB,-9.19349400938465e+001°)
5.32108259266773e+002	(-2.94221273923401e+001dB,-9.19394562679292e+001°)
5.33334895487600e+002	(-2.94018335531769e+001dB,-9.19439833472771e+001°)
5.34564359396951e+002	(-2.93815383494156e+001dB,-9.19485213602240e+001°)
5.35796657513321e+002	(-2.93612417744479e+001dB,-9.19530703352955e+001°)
5.37031796370232e+002	(-2.93409438221750e+001dB,-9.19576303009751e+001°)
5.38269782516267e+002	(-2.93206444859284e+001dB,-9.19622012859575e+001°)
5.39510622515106e+002	(-2.93003437592403e+001dB,-9.19667833189878e+001°)
5.40754322945559e+002	(-2.92800416356894e+001dB,-9.19713764288718e+001°)
5.42000890401602e+002	(-2.92597381088235e+001dB,-9.19759806445124e+001°)
5.43250331492412e+002	(-2.92394331721595e+001dB,-9.19805959948976e+001°)
5.44502652842399e+002	(-2.92191268188754e+001dB,-9.19852225091872e+001°)
5.45757861091249e+002	(-2.91988190422716e+001dB,-9.19898602165824e+001°)
5.47015962893950e+002	(-2.91785098358487e+001dB,-9.19945091463539e+001°)
5.48276964920832e+002	(-2.91581991931527e+001dB,-9.19991693278034e+001°)
5.49540873857602e+002	(-2.91378871070814e+001dB,-9.20038407905092e+001°)
5.50807696405381e+002	(-2.91175735710404e+001dB,-9.20085235639939e+001°)
5.52077439280735e+002	(-2.90972585781721e+001dB,-9.20132176779348e+001°)
5.53350109215714e+002	(-2.90769421218179e+001dB,-9.20179231620508e+001°)
5.54625712957888e+002	(-2.90566241950557e+001dB,-9.20226400462186e+001°)
5.55904257270381e+002	(-2.90363047909312e+001dB,-9.20273683603887e+001°)
5.57185748931907e+002	(-2.90159839026883e+001dB,-9.20321081345613e+001°)
5.58470194736808e+002	(-2.89956615233075e+001dB,-9.20368593989085e+001°)
5.59757601495087e+002	(-2.89753376458131e+001dB,-9.20416221836511e+001°)
5.61047976032448e+002	(-2.89550122632733e+001dB,-9.20463965190968e+001°)
5.62341325190326e+002	(-2.89346853684152e+001dB,-9.20511824357408e+001°)
5.63637655825931e+002	(-2.89143569544717e+001dB,-9.20559799640214e+001°)
5.64936974812279e+002	(-2.88940270139486e+001dB,-9.20607891346649e+001°)
5.66239289038230e+002	(-2.88736955403198e+001dB,-9.20656099782368e+001°)
5.67544605408524e+002	(-2.88533625257155e+001dB,-9.20704425257224e+001°)
5.68852930843818e+002	(-2.88330279633103e+001dB,-9.20752868079625e+001°)
5.70164272280724e+002	(-2.88126918457827e+001dB,-9.20801428559877e+001°)
5.71478636671843e+002	(-2.87923541658534e+001dB,-9.20850107009165e+001°)
5.72796030985805e+002	(-2.87720149161320e+001dB,-9.20898903739989e+001°)
5.74116462207304e+002	(-2.87516740894242e+001dB,-9.20947819065007e+001°)
5.75439937337133e+002	(-2.87313316783467e+001dB,-9.20996853298659e+001°)
5.76766463392227e+002	(-2.87109876752504e+001dB,-9.21046006756750e+001°)
5.78096047405694e+002	(-2.86906420728357e+001dB,-9.21095279755120e+001°)
5.79428696426857e+002	(-2.86702948637681e+001dB,-9.21144672610735e+001°)
5.80764417521288e+002	(-2.86499460402918e+001dB,-9.21194185642535e+001°)
5.82103217770847e+002	(-2.86295955949239e+001dB,-9.21243819169688e+001°)
5.83445104273720e+002	(-2.86092435201454e+001dB,-9.21293573512506e+001°)
5.84790084144456e+002	(-2.85888898081701e+001dB,-9.21343448992818e+001°)
5.86138164514004e+002	(-2.85685344513296e+001dB,-9.21393445933228e+001°)
5.87489352529752e+002	(-2.85481774420731e+001dB,-9.21443564656839e+001°)
5.88843655355564e+002	(-2.85278187725822e+001dB,-9.21493805488685e+001°)
5.90201080171819e+002	(-2.85074584351556e+001dB,-9.21544168754129e+001°)
5.91561634175449e+002	(-2.84870964218242e+001dB,-9.21594654780437e+001°)
5.92925324579975e+002	(-2.84667327246585e+001dB,-9.21645263895765e+001°)
5.94292158615547e+002	(-2.84463673360769e+001dB,-9.21695996428192e+001°)
5.95662143528985e+002	(-2.84260002481522e+001dB,-9.21746852707768e+001°)
5.97035286583812e+002	(-2.84056314525343e+001dB,-9.21797833066659e+001°)
5.98411595060294e+002	(-2.83852609415286e+001dB,-9.21848937836338e+001°)
5.99791076255484e+002	(-2.83648887070942e+001dB,-9.21900167350084e+001°)
6.01173737483252e+002	(-2.83445147409978e+001dB,-9.21951521942817e+001°)
6.02559586074332e+002	(-2.83241390351990e+001dB,-9.22003001949883e+001°)
6.03948629376354e+002	(-2.83037615816184e+001dB,-9.22054607707747e+001°)
6.05340874753888e+002	(-2.82833823718300e+001dB,-9.22106339554796e+001°)
6.06736329588479e+002	(-2.82630013977538e+001dB,-9.22158197829626e+001°)
6.08135001278692e+002	(-2.82426186512706e+001dB,-9.22210182871825e+001°)
6.09536897240143e+002	(-2.82222341236824e+001dB,-9.22262295023574e+001°)
6.10942024905546e+002	(-2.82018478071764e+001dB,-9.22314534625833e+001°)
6.12350391724747e+002	(-2.81814596928212e+001dB,-9.22366902023572e+001°)
6.13762005164768e+002	(-2.81610697724929e+001dB,-9.22419397560580e+001°)
6.15176872709842e+002	(-2.81406780376423e+001dB,-9.22472021582816e+001°)
6.16595001861455e+002	(-2.81202844798338e+001dB,-9.22524774437083e+001°)
6.18016400138389e+002	(-2.80998890902832e+001dB,-9.22577656472092e+001°)
6.19441075076754e+002	(-2.80794918606278e+001dB,-9.22630668036591e+001°)
6.20869034230037e+002	(-2.80590927820784e+001dB,-9.22683809481447e+001°)
6.22300285169132e+002	(-2.80386918462672e+001dB,-9.22737081157528e+001°)
6.23734835482392e+002	(-2.80182890439375e+001dB,-9.22790483419086e+001°)
6.25172692775659e+002	(-2.79978843668695e+001dB,-9.22844016618769e+001°)
6.26613864672308e+002	(-2.79774778059544e+001dB,-9.22897681112704e+001°)
6.28058358813291e+002	(-2.79570693524262e+001dB,-9.22951477257140e+001°)
6.29506182857170e+002	(-2.79366589974001e+001dB,-9.23005405409758e+001°)
6.30957344480166e+002	(-2.79162467319486e+001dB,-9.23059465929339e+001°)
6.32411851376192e+002	(-2.78958325471787e+001dB,-9.23113659175923e+001°)
6.33869711256899e+002	(-2.78754164338466e+001dB,-9.23167985511558e+001°)
6.35330931851716e+002	(-2.78549983831275e+001dB,-9.23222445298064e+001°)
6.36795520907888e+002	(-2.78345783859223e+001dB,-9.23277038899431e+001°)
6.38263486190521e+002	(-2.78141564329342e+001dB,-9.23331766680874e+001°)
6.39734835482620e+002	(-2.77937325150542e+001dB,-9.23386629008879e+001°)
6.41209576585133e+002	(-2.77733066230520e+001dB,-9.23441626250722e+001°)
6.42687717316991e+002	(-2.77528787476536e+001dB,-9.23496758775540e+001°)
6.44169265515149e+002	(-2.77324488794633e+001dB,-9.23552026953514e+001°)
6.45654229034627e+002	(-2.77120170093491e+001dB,-9.23607431155465e+001°)
6.47142615748554e+002	(-2.76915831275950e+001dB,-9.23662971754961e+001°)
6.48634433548210e+002	(-2.76711472250561e+001dB,-9.23718649124946e+001°)
6.50129690343062e+002	(-2.76507092920036e+001dB,-9.23774463641564e+001°)
6.51628394060814e+002	(-2.76302693188940e+001dB,-9.23830415681436e+001°)
6.53130552647443e+002	(-2.76098272962920e+001dB,-9.23886505621786e+001°)
6.54636174067246e+002	(-2.75893832144857e+001dB,-9.23942733842068e+001°)
6.56145266302876e+002	(-2.75689370637940e+001dB,-9.23999100723001e+001°)
6.57657837355391e+002	(-2.75484888345664e+001dB,-9.24055606645982e+001°)
6.59173895244292e+002	(-2.75280385168751e+001dB,-9.24112251994898e+001°)
6.60693448007566e+002	(-2.75075861008990e+001dB,-9.24169037154032e+001°)
6.62216503701732e+002	(-2.74871315770015e+001dB,-9.24225962508689e+001°)
6.63743070401879e+002	(-2.74666749350364e+001dB,-9.24283028446654e+001°)
6.65273156201711e+002	(-2.74462161650413e+001dB,-9.24340235356745e+001°)
6.66806769213592e+002	(-2.74257552571597e+001dB,-9.24397583628199e+001°)
6.68343917568584e+002	(-2.74052922013335e+001dB,-9.24455073652532e+001°)
6.69884609416496e+002	(-2.73848269873022e+001dB,-9.24512705822793e+001°)
6.71428852925922e+002	(-2.73643596050648e+001dB,-9.24570480532591e+001°)
6.72976656284287e+002	(-2.73438900441098e+001dB,-9.24628398178432e+001°)
6.74528027697891e+002	(-2.73234182946467e+001dB,-9.24686459155685e+001°)
6.76082975391951e+002	(-2.73029443459887e+001dB,-9.24744663863799e+001°)
6.77641507610644e+002	(-2.72824681880929e+001dB,-9.24803012701674e+001°)
6.79203632617154e+002	(-2.72619898102504e+001dB,-9.24861506071140e+001°)
6.80769358693710e+002	(-2.72415092021647e+001dB,-9.24920144374578e+001°)
6.82338694141638e+002	(-2.72210263536429e+001dB,-9.24978928014720e+001°)
6.83911647281398e+002	(-2.72005412535947e+001dB,-9.25037857398645e+001°)
6.85488226452630e+002	(-2.71800538915725e+001dB,-9.25096932933016e+001°)
6.87068440014201e+002	(-2.71595642570004e+001dB,-9.25156155025652e+001°)
6.88652296344244e+002	(-2.71390723393286e+001dB,-9.25215524086004e+001°)
6.90239803840210e+002	(-2.71185781276476e+001dB,-9.25275040525729e+001°)
6.91830970918905e+002	(-2.70980816108425e+001dB,-9.25334704758490e+001°)
6.93425806016537e+002	(-2.70775827787474e+001dB,-9.25394517196481e+001°)
6.95024317588765e+002	(-2.70570816198353e+001dB,-9.25454478257239e+001°)
6.96626514110736e+002	(-2.70365781236044e+001dB,-9.25514588356456e+001°)
6.98232404077139e+002	(-2.70160722785766e+001dB,-9.25574847914275e+001°)
6.99841996002241e+002	(-2.69955640739138e+001dB,-9.25635257350359e+001°)
7.01455298419939e+002	(-2.69750534985703e+001dB,-9.25695817086065e+001°)
7.03072319883801e+002	(-2.69545405412163e+001dB,-9.25756527545162e+001°)
7.04693068967114e+002	(-2.69340251909300e+001dB,-9.25817389151662e+001°)
7.06317554262929e+002	(-2.69135074359658e+001dB,-9.25878402333213e+001°)
7.07945784384105e+002	(-2.68929872653704e+001dB,-9.25939567516457e+001°)
7.09577767963356e+002	(-2.68724646675204e+001dB,-9.26000885131786e+001°)
7.11213513653296e+002	(-2.68519396311221e+001dB,-9.26062355609536e+001°)
7.12853030126486e+002	(-2.68314121442881e+001dB,-9.26123979383592e+001°)
7.14496326075480e+002	(-2.68108821961531e+001dB,-9.26185756886066e+001°)
7.16143410212868e+002	(-2.67903497744878e+001dB,-9.26247688554714e+001°)
7.17794291271328e+002	(-2.67698148679301e+001dB,-9.26309774825719e+001°)
7.19448978003666e+002	(-2.67492774647544e+001dB,-9.26372016138268e+001°)
7.21107479182866e+002	(-2.67287375530243e+001dB,-9.26434412933481e+001°)
7.22769803602136e+002	(-2.67081951209004e+001dB,-9.26496965653432e+001°)
7.24435960074956e+002	(-2.66876501565636e+001dB,-9.26559674741876e+001°)
7.26105957435120e+002	(-2.66671026482141e+001dB,-9.26622540643769e+001°)
7.27779804536790e+002	(-2.66465525836096e+001dB,-9.26685563807094e+001°)
7.29457510254534e+002	(-2.66259999508347e+001dB,-9.26748744680036e+001°)
7.31139083483383e+002	(-2.66054447376080e+001dB,-9.26812083713669e+001°)
7.32824533138869e+002	(-2.65848869317435e+001dB,-9.26875581360113e+001°)
7.34513868157080e+002	(-2.65643265211501e+001dB,-9.26939238072732e+001°)
7.36207097494701e+002	(-2.65437634935239e+001dB,-9.27003054307058e+001°)
7.37904230129066e+002	(-2.65231978363474e+001dB,-9.27067030520843e+001°)
7.39605275058203e+002	(-2.65026295370435e+001dB,-9.27131167173474e+001°)
7.41310241300882e+002	(-2.64820585838218e+001dB,-9.27195464723450e+001°)
7.43019137896666e+002	(-2.64614849632921e+001dB,-9.27259923635847e+001°)
7.44731973905953e+002	(-2.64409086636199e+001dB,-9.27324544372302e+001°)
7.46448758410031e+002	(-2.64203296713705e+001dB,-9.27389327401223e+001°)
7.48169500511118e+002	(-2.63997479743562e+001dB,-9.27454273188465e+001°)
7.49894209332420e+002	(-2.63791635596353e+001dB,-9.27519382203903e+001°)
7.51622894018169e+002	(-2.63585764144350e+001dB,-9.27584654918457e+001°)
7.53355563733681e+002	(-2.63379865256125e+001dB,-9.27650091805806e+001°)
7.55092227665398e+002	(-2.63173938804242e+001dB,-9.27715693340076e+001°)
7.56832895020938e+002	(-2.62967984657560e+001dB,-9.27781459997852e+001°)
7.58577575029147e+002	(-2.62762002684306e+001dB,-9.27847392257888e+001°)
7.60326276940145e+002	(-2.62555992755921e+001dB,-9.27913490599329e+001°)
7.62079010025375e+002	(-2.62349954735510e+001dB,-9.27979755505537e+001°)
7.63835783577654e+002	(-2.62143888492468e+001dB,-9.28046187459730e+001°)
7.65596606911219e+002	(-2.61937793896312e+001dB,-9.28112786946600e+001°)
7.67361489361782e+002	(-2.61731670805910e+001dB,-9.28179554456093e+001°)
7.69130440286572e+002	(-2.61525519092557e+001dB,-9.28246490475315e+001°)
7.70903469064392e+002	(-2.61319338616895e+001dB,-9.28313595497006e+001°)
7.72680585095665e+002	(-2.61113129245831e+001dB,-9.28380870013111e+001°)
7.74461797802481e+002	(-2.60906890839460e+001dB,-9.28448314520151e+001°)
7.76247116628654e+002	(-2.60700623263363e+001dB,-9.28515929513755e+001°)
7.78036551039766e+002	(-2.60494326377072e+001dB,-9.28583715493745e+001°)
7.79830110523221e+002	(-2.60288000042524e+001dB,-9.28651672960550e+001°)
7.81627804588291e+002	(-2.60081644120982e+001dB,-9.28719802416893e+001°)
7.83429642766173e+002	(-2.59875258469186e+001dB,-9.28788104368481e+001°)
7.85235634610033e+002	(-2.59668842950117e+001dB,-9.28856579320612e+001°)
7.87045789695060e+002	(-2.59462397420689e+001dB,-9.28925227782612e+001°)
7.88860117618516e+002	(-2.59255921740203e+001dB,-9.28994050264492e+001°)
7.90678627999786e+002	(-2.59049415760344e+001dB,-9.29063047280643e+001°)
7.92501330480433e+002	(-2.58842879345184e+001dB,-9.29132219343331e+001°)
7.94328234724242e+002	(-2.58636312345016e+001dB,-9.29201566970810e+001°)
7.96159350417279e+002	(-2.58429714615584e+001dB,-9.29271090681618e+001°)
7.97994687267937e+002	(-2.58223086012700e+001dB,-9.29340790995990e+001°)
7.99834255006989e+002	(-2.58016426389153e+001dB,-9.29410668436746e+001°)
8.01678063387639e+002	(-2.57809735597794e+001dB,-9.29480723528899e+001°)
8.03526122185577e+002	(-2.57603013491524e+001dB,-9.29550956798996e+001°)
8.05378441199027e+002	(-2.57396259919447e+001dB,-9.29621368776829e+001°)
8.07235030248798e+002	(-2.57189474735328e+001dB,-9.29691959992328e+001°)
8.09095899178342e+002	(-2.56982657787589e+001dB,-9.29762730979140e+001°)
8.10961057853800e+002	(-2.56775808923153e+001dB,-9.29833682273652e+001°)
8.12830516164059e+002	(-2.56568927993590e+001dB,-9.29904814411818e+001°)
8.14704284020799e+002	(-2.56362014848196e+001dB,-9.29976127932924e+001°)
8.16582371358552e+002	(-2.56155069330137e+001dB,-9.30047623379789e+001°)
8.18464788134749e+002	(-2.55948091285679e+001dB,-9.30119301296430e+001°)
8.20351544329777e+002	(-2.55741080564957e+001dB,-9.30191162227155e+001°)
8.22242649947030e+002	(-2.55534037006578e+001dB,-9.30263206722474e+001°)
8.24138115012961e+002	(-2.55326960459932e+001dB,-9.30335435330765e+001°)
8.26037949577137e+002	(-2.55119850765954e+001dB,-9.30407848605574e+001°)
8.27942163712293e+002	(-2.54912707766353e+001dB,-9.30480447101776e+001°)
8.29850767514381e+002	(-2.54705531303606e+001dB,-9.30553231376499e+001°)
8.31763771102629e+002	(-2.54498321218648e+001dB,-9.30626201989030e+001°)
8.33681184619592e+002	(-2.54291077351637e+001dB,-9.30699359500877e+001°)
8.35603018231206e+002	(-2.54083799541175e+001dB,-9.30772704475933e+001°)
8.37529282126840e+002	(-2.53876487628164e+001dB,-9.30846237480000e+001°)
8.39459986519355e+002	(-2.53669141447324e+001dB,-9.30919959082136e+001°)
8.41395141645152e+002	(-2.53461760838741e+001dB,-9.30993869852397e+001°)
8.43334757764233e+002	(-2.53254345634777e+001dB,-9.31067970364994e+001°)
8.45278845160247e+002	(-2.53046895676223e+001dB,-9.31142261193535e+001°)
8.47227414140553e+002	(-2.52839410792296e+001dB,-9.31216742917592e+001°)
8.49180475036271e+002	(-2.52631890819863e+001dB,-9.31291416116231e+001°)
8.51138038202333e+002	(-2.52424335590364e+001dB,-9.31366281372706e+001°)
8.53100114017546e+002	(-2.52216744938261e+001dB,-9.31441339270763e+001°)
8.55066712884640e+002	(-2.52009118693356e+001dB,-9.31516590398532e+001°)
8.57037845230326e+002	(-2.51801456685384e+001dB,-9.31592035345849e+001°)
8.59013521505352e+002	(-2.51593758744023e+001dB,-9.31667674704903e+001°)
8.60993752184556e+002	(-2.51386024698883e+001dB,-9.31743509069968e+001°)
8.62978547766926e+002	(-2.51178254380275e+001dB,-9.31819539037408e+001°)
8.64967918775649e+002	(-2.50970447611507e+001dB,-9.31895765207956e+001°)
8.66961875758172e+002	(-2.50762604220428e+001dB,-9.31972188183060e+001°)
8.68960429286257e+002	(-2.50554724033262e+001dB,-9.32048808567148e+001°)
8.70963589956036e+002	(-2.50346806871533e+001dB,-9.32125626968424e+001°)
8.72971368388067e+002	(-2.50138852561280e+001dB,-9.32202643995281e+001°)
8.74983775227391e+002	(-2.49930860928450e+001dB,-9.32279860258797e+001°)
8.77000821143589e+002	(-2.49722831791198e+001dB,-9.32357276375220e+001°)
8.79022516830839e+002	(-2.49514764969877e+001dB,-9.32434892961877e+001°)
8.81048873007969e+002	(-2.49306660287807e+001dB,-9.32512710637567e+001°)
8.83079900418517e+002	(-2.49098517562041e+001dB,-9.32590730025702e+001°)
8.85115609830790e+002	(-2.48890336611045e+001dB,-9.32668951751056e+001°)
8.87156012037915e+002	(-2.48682117253936e+001dB,-9.32747376440933e+001°)
8.89201117857902e+002	(-2.48473859307390e+001dB,-9.32826004725548e+001°)
8.91250938133699e+002	(-2.48265562585643e+001dB,-9.32904837238558e+001°)
8.93305483733249e+002	(-2.48057226903563e+001dB,-9.32983874615687e+001°)
8.95364765549547e+002	(-2.47848852076639e+001dB,-9.33063117494608e+001°)
8.97428794500702e+002	(-2.47640437917141e+001dB,-9.33142566516780e+001°)
8.99497581529988e+002	(-2.47431984237182e+001dB,-9.33222222325981e+001°)
9.01571137605910e+002	(-2.47223490848720e+001dB,-9.33302085568673e+001°)
9.03649473722254e+002	(-2.47014957560470e+001dB,-9.33382156894411e+001°)
9.05732600898153e+002	(-2.46806384182520e+001dB,-9.33462436955116e+001°)
9.07820530178138e+002	(-2.46597770521713e+001dB,-9.33542926406510e+001°)
9.09913272632204e+002	(-2.46389116390859e+001dB,-9.33623625904013e+001°)
9.12010839355862e+002	(-2.46180421587982e+001dB,-9.33704536111581e+001°)
9.14113241470202e+002	(-2.45971685927059e+001dB,-9.33785657688986e+001°)
9.16220490121951e+002	(-2.45762909205735e+001dB,-9.33866991305380e+001°)
9.18332596483532e+002	(-2.45554091233754e+001dB,-9.33948537627511e+001°)
9.20449571753123e+002	(-2.45345231808359e+001dB,-9.34030297329354e+001°)
9.22571427154714e+002	(-2.45136330735038e+001dB,-9.34112271084275e+001°)
9.24698173938174e+002	(-2.44927387812153e+001dB,-9.34194459571288e+001°)
9.26829823379300e+002	(-2.44718402839379e+001dB,-9.34276863470820e+001°)
9.28966386779887e+002	(-2.44509375616940e+001dB,-9.34359483466126e+001°)
9.31107875467781e+002	(-2.44300305941756e+001dB,-9.34442320244431e+001°)
9.33254300796942e+002	(-2.44091193609745e+001dB,-9.34525374495564e+001°)
9.35405674147502e+002	(-2.43882038418888e+001dB,-9.34608646911387e+001°)
9.37562006925830e+002	(-2.43672840161546e+001dB,-9.34692138188551e+001°)
9.39723310564588e+002	(-2.43463598632132e+001dB,-9.34775849025656e+001°)
9.41889596522791e+002	(-2.43254313623268e+001dB,-9.34859780124561e+001°)
9.44060876285873e+002	(-2.43044984925778e+001dB,-9.34943932190562e+001°)
9.46237161365743e+002	(-2.42835612333296e+001dB,-9.35028305930676e+001°)
9.48418463300847e+002	(-2.42626195630725e+001dB,-9.35112902057670e+001°)
9.50604793656231e+002	(-2.42416734608843e+001dB,-9.35197721285221e+001°)
9.52796164023601e+002	(-2.42207229057378e+001dB,-9.35282764329890e+001°)
9.54992586021385e+002	(-2.41997678758848e+001dB,-9.35368031913916e+001°)
9.57194071294793e+002	(-2.41788083499324e+001dB,-9.35453524760915e+001°)
9.59400631515882e+002	(-2.41578443064576e+001dB,-9.35539243597565e+001°)
9.61612278383613e+002	(-2.41368757237762e+001dB,-9.35625189154017e+001°)
9.63829023623919e+002	(-2.41159025799425e+001dB,-9.35711362164677e+001°)
9.66050878989761e+002	(-2.40949248531327e+001dB,-9.35797763366127e+001°)
9.68277856261197e+002	(-2.40739425212604e+001dB,-9.35884393499083e+001°)
9.70509967245437e+002	(-2.40529555624366e+001dB,-9.35971253305842e+001°)
9.72747223776913e+002	(-2.40319639540476e+001dB,-9.36058343535179e+001°)
9.74989637717334e+002	(-2.40109676742907e+001dB,-9.36145664934898e+001°)
9.77237220955758e+002	(-2.39899667001765e+001dB,-9.36233218261288e+001°)
9.79489985408646e+002	(-2.39689610094480e+001dB,-9.36321004269820e+001°)
9.81747943019931e+002	(-2.39479505793520e+001dB,-9.36409023721461e+001°)
9.84011105761080e+002	(-2.39269353870985e+001dB,-9.36497277379877e+001°)
9.86279485631157e+002	(-2.39059154098609e+001dB,-9.36585766012471e+001°)
9.88553094656885e+002	(-2.38848906244674e+001dB,-9.36674490390791e+001°)
9.90831944892714e+002	(-2.38638610077079e+001dB,-9.36763451289263e+001°)
9.93116048420880e+002	(-2.38428265367178e+001dB,-9.36852649484450e+001°)
9.95405417351473e+002	(-2.38217871880551e+001dB,-9.36942085758058e+001°)
9.97700063822499e+002	(-2.38007429376235e+001dB,-9.37031760898150e+001°)
9.99999999999945e+002	(-2.37796937625145e+001dB,-9.37121675689956e+001°)
1.00230523807784e+003	(-2.37586396387801e+001dB,-9.37211830927165e+001°)
1.00461579027834e+003	(-2.37375805426606e+001dB,-9.37302227405249e+001°)
1.00693166885175e+003	(-2.37165164500462e+001dB,-9.37392865924378e+001°)
1.00925288607663e+003	(-2.36954473370146e+001dB,-9.37483747287374e+001°)
1.01157945425984e+003	(-2.36743731792155e+001dB,-9.37574872302095e+001°)
1.01391138573662e+003	(-2.36532939522538e+001dB,-9.37666241779381e+001°)
1.01624869287064e+003	(-2.36322096320733e+001dB,-9.37757856532068e+001°)
1.01859138805406e+003	(-2.36111201938042e+001dB,-9.37849717380174e+001°)
1.02093948370762e+003	(-2.35900256128368e+001dB,-9.37941825145152e+001°)
1.02329299228070e+003	(-2.35689258643611e+001dB,-9.38034180653255e+001°)
1.02565192625135e+003	(-2.35478209234419e+001dB,-9.38126784734082e+001°)
1.02801629812642e+003	(-2.35267107649421e+001dB,-9.38219638221693e+001°)
1.03038612044156e+003	(-2.35055953639062e+001dB,-9.38312741952939e+001°)
1.03276140576134e+003	(-2.34844746947139e+001dB,-9.38406096770660e+001°)
1.03514216667929e+003	(-2.34633487321549e+001dB,-9.38499703519245e+001°)
1.03752841581796e+003	(-2.34422174505842e+001dB,-9.38593563048658e+001°)
1.03992016582900e+003	(-2.34210808242275e+001dB,-9.38687676212642e+001°)
1.04231742939325e+003	(-2.33999388274886e+001dB,-9.38782043867724e+001°)
1.04472021922074e+003	(-2.33787914341803e+001dB,-9.38876666876823e+001°)
1.04712854805084e+003	(-2.33576386182913e+001dB,-9.38971546104946e+001°)
1.04954242865226e+003	(-2.33364803536792e+001dB,-9.39066682421802e+001°)
1.05196187382316e+003	(-2.33153166139154e+001dB,-9.39162076701537e+001°)
1.05438689639120e+003	(-2.32941473723617e+001dB,-9.39257729823169e+001°)
1.05681750921360e+003	(-2.32729726024763e+001dB,-9.39353642668520e+001°)
1.05925372517723e+003	(-2.32517922777366e+001dB,-9.39449816123089e+001°)
1.06169555719867e+003	(-2.32306063712544e+001dB,-9.39546251077702e+001°)
1.06414301822426e+003	(-2.32094148556216e+001dB,-9.39642948429218e+001°)
1.06659612123020e+003	(-2.31882177039847e+001dB,-9.39739909075573e+001°)
1.06905487922260e+003	(-2.31670148888920e+001dB,-9.39837133921416e+001°)
1.07151930523755e+003	(-2.31458063829833e+001dB,-9.39934623873988e+001°)
1.07398941234118e+003	(-2.31245921589138e+001dB,-9.40032379844885e+001°)
1.07646521362977e+003	(-2.31033721886614e+001dB,-9.40130402752513e+001°)
1.07894672222977e+003	(-2.30821464442938e+001dB,-9.40228693518557e+001°)
1.08143395129788e+003	(-2.30609148979678e+001dB,-9.40327253068029e+001°)
1.08392691402114e+003	(-2.30396775217747e+001dB,-9.40426082330124e+001°)
1.08642562361700e+003	(-2.30184342870492e+001dB,-9.40525182241511e+001°)
1.08893009333337e+003	(-2.29971851655200e+001dB,-9.40624553741121e+001°)
1.09144033644869e+003	(-2.29759301286170e+001dB,-9.40724197772444e+001°)
1.09395636627203e+003	(-2.29546691475494e+001dB,-9.40824115285028e+001°)
1.09647819614312e+003	(-2.29334021936097e+001dB,-9.40924307231082e+001°)
1.09900583943246e+003	(-2.29121292376373e+001dB,-9.41024774569464e+001°)
1.10153930954135e+003	(-2.28908502507842e+001dB,-9.41125518261297e+001°)
1.10407861990201e+003	(-2.28695652032867e+001dB,-9.41226539276285e+001°)
1.10662378397760e+003	(-2.28482740659992e+001dB,-9.41327838585163e+001°)
1.10917481526234e+003	(-2.28269768091662e+001dB,-9.41429417165978e+001°)
1.11173172728153e+003	(-2.28056734033408e+001dB,-9.41531275998637e+001°)
1.11429453359167e+003	(-2.27843638181578e+001dB,-9.41633416072384e+001°)
1.11686324778050e+003	(-2.27630480238669e+001dB,-9.41735838377586e+001°)
1.11943788346709e+003	(-2.27417259901802e+001dB,-9.41838543910994e+001°)
1.12201845430190e+003	(-2.27203976867331e+001dB,-9.41941533674366e+001°)
1.12460497396686e+003	(-2.26990630829284e+001dB,-9.42044808674565e+001°)
1.12719745617545e+003	(-2.26777221483204e+001dB,-9.42148369922130e+001°)
1.12979591467273e+003	(-2.26563748519997e+001dB,-9.42252218434241e+001°)
1.13240036323549e+003	(-2.26350211625921e+001dB,-9.42356355234497e+001°)
1.13501081567225e+003	(-2.26136610494093e+001dB,-9.42460781347927e+001°)
1.13762728582337e+003	(-2.25922944809892e+001dB,-9.42565497807059e+001°)
1.14024978756110e+003	(-2.25709214260168e+001dB,-9.42670505648890e+001°)
1.14287833478971e+003	(-2.25495418524787e+001dB,-9.42775805917834e+001°)
1.14551294144547e+003	(-2.25281557288131e+001dB,-9.42881399660621e+001°)
1.14815362149682e+003	(-2.25067630232184e+001dB,-9.42987287929792e+001°)
1.15080038894437e+003	(-2.24853637032692e+001dB,-9.43093471785489e+001°)
1.15345325782103e+003	(-2.24639577369887e+001dB,-9.43199952290252e+001°)
1.15611224219203e+003	(-2.24425450915441e+001dB,-9.43306730515525e+001°)
1.15877735615506e+003	(-2.24211257348562e+001dB,-9.43413807533322e+001°)
1.16144861384028e+003	(-2.23996996336815e+001dB,-9.43521184426657e+001°)
1.16412602941042e+003	(-2.23782667551445e+001dB,-9.43628862281018e+001°)
1.16680961706089e+003	(-2.23568270664303e+001dB,-9.43736842186316e+001°)
1.16949939101980e+003	(-2.23353805337103e+001dB,-9.43845125242612e+001°)
1.17219536554806e+003	(-2.23139271240578e+001dB,-9.43953712549939e+001°)
1.17489755493946e+003	(-2.22924668033773e+001dB,-9.44062605219389e+001°)
1.17760597352074e+003	(-2.22709995383197e+001dB,-9.44171804362694e+001°)
1.18032063565166e+003	(-2.22495252946717e+001dB,-9.44281311101269e+001°)
1.18304155572510e+003	(-2.22280440381218e+001dB,-9.44391126561964e+001°)
