Freq.	V(vo)
3.54813389233546e+03	(-1.66336825043753e+01dB,1.54287968806966e+02°)
3.55631318568956e+03	(-1.66923885134609e+01dB,1.54121279584432e+02°)
3.56451133426215e+03	(-1.67511118877517e+01dB,1.53955110259689e+02°)
3.57272838151899e+03	(-1.68098523990637e+01dB,1.53789458771772e+02°)
3.58096437102606e+03	(-1.68686098220786e+01dB,1.53624323066455e+02°)
3.58921934644975e+03	(-1.69273839343108e+01dB,1.53459701096313e+02°)
3.59749335155713e+03	(-1.69861745160758e+01dB,1.53295590820787e+02°)
3.60578643021613e+03	(-1.70449813504578e+01dB,1.53131990206248e+02°)
3.61409862639583e+03	(-1.71038042232785e+01dB,1.52968897226052e+02°)
3.62242998416669e+03	(-1.71626429230655e+01dB,1.52806309860600e+02°)
3.63078054770071e+03	(-1.72214972410216e+01dB,1.52644226097392e+02°)
3.63915036127177e+03	(-1.72803669709936e+01dB,1.52482643931077e+02°)
3.64753946925577e+03	(-1.73392519094417e+01dB,1.52321561363503e+02°)
3.65594791613094e+03	(-1.73981518554101e+01dB,1.52160976403768e+02°)
3.66437574647803e+03	(-1.74570666104958e+01dB,1.52000887068260e+02°)
3.67282300498054e+03	(-1.75159959788200e+01dB,1.51841291380704e+02°)
3.68128973642501e+03	(-1.75749397669978e+01dB,1.51682187372203e+02°)
3.68977598570120e+03	(-1.76338977841098e+01dB,1.51523573081274e+02°)
3.69828179780235e+03	(-1.76928698416726e+01dB,1.51365446553888e+02°)
3.70680721782545e+03	(-1.77518557536104e+01dB,1.51207805843504e+02°)
3.71535229097141e+03	(-1.78108553362268e+01dB,1.51050649011102e+02°)
3.72391706254537e+03	(-1.78698684081765e+01dB,1.50893974125215e+02°)
3.73250157795689e+03	(-1.79288947904375e+01dB,1.50737779261956e+02°)
3.74110588272022e+03	(-1.79879343062838e+01dB,1.50582062505052e+02°)
3.74973002245452e+03	(-1.80469867812578e+01dB,1.50426821945860e+02°)
3.75837404288413e+03	(-1.81060520431434e+01dB,1.50272055683401e+02°)
3.76703798983877e+03	(-1.81651299219393e+01dB,1.50117761824376e+02°)
3.77572190925384e+03	(-1.82242202498325e+01dB,1.49963938483191e+02°)
3.78442584717061e+03	(-1.82833228611720e+01dB,1.49810583781973e+02°)
3.79314984973650e+03	(-1.83424375924429e+01dB,1.49657695850591e+02°)
3.80189396320529e+03	(-1.84015642822408e+01dB,1.49505272826668e+02°)
3.81065823393741e+03	(-1.84607027712459e+01dB,1.49353312855600e+02°)
3.81944270840014e+03	(-1.85198529021986e+01dB,1.49201814090568e+02°)
3.82824743316790e+03	(-1.85790145198738e+01dB,1.49050774692548e+02°)
3.83707245492246e+03	(-1.86381874710567e+01dB,1.48900192830325e+02°)
3.84591782045321e+03	(-1.86973716045182e+01dB,1.48750066680498e+02°)
3.85478357665739e+03	(-1.87565667709906e+01dB,1.48600394427491e+02°)
3.86366977054036e+03	(-1.88157728231441e+01dB,1.48451174263558e+02°)
3.87257644921584e+03	(-1.88749896155627e+01dB,1.48302404388790e+02°)
3.88150365990615e+03	(-1.89342170047212e+01dB,1.48154083011116e+02°)
3.89045144994248e+03	(-1.89934548489614e+01dB,1.48006208346309e+02°)
3.89941986676510e+03	(-1.90527030084699e+01dB,1.47858778617985e+02°)
3.90840895792369e+03	(-1.91119613452551e+01dB,1.47711792057609e+02°)
3.91741877107750e+03	(-1.91712297231244e+01dB,1.47565246904485e+02°)
3.92644935399566e+03	(-1.92305080076628e+01dB,1.47419141405763e+02°)
3.93550075455744e+03	(-1.92897960662102e+01dB,1.47273473816433e+02°)
3.94457302075245e+03	(-1.93490937678401e+01dB,1.47128242399323e+02°)
3.95366620068094e+03	(-1.94084009833381e+01dB,1.46983445425089e+02°)
3.96278034255406e+03	(-1.94677175851802e+01dB,1.46839081172216e+02°)
3.97191549469406e+03	(-1.95270434475125e+01dB,1.46695147927010e+02°)
3.98107170553463e+03	(-1.95863784461300e+01dB,1.46551643983586e+02°)
3.99024902362108e+03	(-1.96457224584558e+01dB,1.46408567643865e+02°)
3.99944749761063e+03	(-1.97050753635215e+01dB,1.46265917217562e+02°)
4.00866717627269e+03	(-1.97644370419463e+01dB,1.46123691022176e+02°)
4.01790810848906e+03	(-1.98238073759176e+01dB,1.45981887382981e+02°)
4.02717034325425e+03	(-1.98831862491714e+01dB,1.45840504633012e+02°)
4.03645392967570e+03	(-1.99425735469725e+01dB,1.45699541113053e+02°)
4.04575891697408e+03	(-2.00019691560956e+01dB,1.45558995171624e+02°)
4.05508535448349e+03	(-2.00613729648060e+01dB,1.45418865164969e+02°)
4.06443329165178e+03	(-2.01207848628413e+01dB,1.45279149457038e+02°)
4.07380277804078e+03	(-2.01802047413922e+01dB,1.45139846419472e+02°)
4.08319386332657e+03	(-2.02396324930849e+01dB,1.45000954431591e+02°)
4.09260659729976e+03	(-2.02990680119621e+01dB,1.44862471880372e+02°)
4.10204102986572e+03	(-2.03585111934657e+01dB,1.44724397160435e+02°)
4.11149721104487e+03	(-2.04179619344188e+01dB,1.44586728674023e+02°)
4.12097519097295e+03	(-2.04774201330085e+01dB,1.44449464830986e+02°)
4.13047501990126e+03	(-2.05368856887678e+01dB,1.44312604048759e+02°)
4.13999674819695e+03	(-2.05963585025594e+01dB,1.44176144752346e+02°)
4.14954042634327e+03	(-2.06558384765582e+01dB,1.44040085374296e+02°)
4.15910610493986e+03	(-2.07153255142347e+01dB,1.43904424354683e+02°)
4.16869383470299e+03	(-2.07748195203387e+01dB,1.43769160141088e+02°)
4.17830366646586e+03	(-2.08343204008825e+01dB,1.43634291188572e+02°)
4.18793565117882e+03	(-2.08938280631252e+01dB,1.43499815959660e+02°)
4.19758983990971e+03	(-2.09533424155564e+01dB,1.43365732924312e+02°)
4.20726628384407e+03	(-2.10128633678808e+01dB,1.43232040559904e+02°)
4.21696503428546e+03	(-2.10723908310022e+01dB,1.43098737351206e+02°)
4.22668614265566e+03	(-2.11319247170086e+01dB,1.42965821790351e+02°)
4.23642966049504e+03	(-2.11914649391563e+01dB,1.42833292376819e+02°)
4.24619563946276e+03	(-2.12510114118557e+01dB,1.42701147617407e+02°)
4.25598413133706e+03	(-2.13105640506558e+01dB,1.42569386026205e+02°)
4.26579518801555e+03	(-2.13701227722297e+01dB,1.42438006124572e+02°)
4.27562886151549e+03	(-2.14296874943603e+01dB,1.42307006441109e+02°)
4.28548520397402e+03	(-2.14892581359258e+01dB,1.42176385511633e+02°)
4.29536426764850e+03	(-2.15488346168855e+01dB,1.42046141879151e+02°)
4.30526610491673e+03	(-2.16084168582659e+01dB,1.41916274093833e+02°)
4.31519076827727e+03	(-2.16680047821470e+01dB,1.41786780712985e+02°)
4.32513831034971e+03	(-2.17275983116485e+01dB,1.41657660301021e+02°)
4.33510878387491e+03	(-2.17871973709163e+01dB,1.41528911429437e+02°)
4.34510224171533e+03	(-2.18468018851092e+01dB,1.41400532676784e+02°)
4.35511873685530e+03	(-2.19064117803860e+01dB,1.41272522628636e+02°)
4.36515832240128e+03	(-2.19660269838922e+01dB,1.41144879877564e+02°)
4.37522105158214e+03	(-2.20256474237472e+01dB,1.41017603023110e+02°)
4.38530697774947e+03	(-2.20852730290319e+01dB,1.40890690671754e+02°)
4.39541615437786e+03	(-2.21449037297757e+01dB,1.40764141436887e+02°)
4.40554863506515e+03	(-2.22045394569446e+01dB,1.40637953938783e+02°)
4.41570447353274e+03	(-2.22641801424288e+01dB,1.40512126804567e+02°)
4.42588372362588e+03	(-2.23238257190306e+01dB,1.40386658668189e+02°)
4.43608643931393e+03	(-2.23834761204526e+01dB,1.40261548170391e+02°)
4.44631267469070e+03	(-2.24431312812856e+01dB,1.40136793958678e+02°)
4.45656248397464e+03	(-2.25027911369976e+01dB,1.40012394687291e+02°)
4.46683592150924e+03	(-2.25624556239216e+01dB,1.39888349017174e+02°)
4.47713304176323e+03	(-2.26221246792449e+01dB,1.39764655615942e+02°)
4.48745389933093e+03	(-2.26817982409975e+01dB,1.39641313157857e+02°)
4.49779854893248e+03	(-2.27414762480413e+01dB,1.39518320323792e+02°)
4.50816704541420e+03	(-2.28011586400589e+01dB,1.39395675801200e+02°)
4.51855944374883e+03	(-2.28608453575429e+01dB,1.39273378284090e+02°)
4.52897579903581e+03	(-2.29205363417858e+01dB,1.39151426472988e+02°)
4.53941616650163e+03	(-2.29802315348684e+01dB,1.39029819074911e+02°)
4.54988060150008e+03	(-2.30399308796507e+01dB,1.38908554803337e+02°)
4.56036915951256e+03	(-2.30996343197603e+01dB,1.38787632378169e+02°)
4.57088189614835e+03	(-2.31593417995837e+01dB,1.38667050525710e+02°)
4.58141886714493e+03	(-2.32190532642550e+01dB,1.38546807978628e+02°)
4.59198012836828e+03	(-2.32787686596470e+01dB,1.38426903475924e+02°)
4.60256573581315e+03	(-2.33384879323609e+01dB,1.38307335762907e+02°)
4.61317574560339e+03	(-2.33982110297169e+01dB,1.38188103591154e+02°)
4.62381021399219e+03	(-2.34579378997447e+01dB,1.38069205718487e+02°)
4.63446919736247e+03	(-2.35176684911740e+01dB,1.37950640908935e+02°)
4.64515275222708e+03	(-2.35774027534256e+01dB,1.37832407932708e+02°)
4.65586093522918e+03	(-2.36371406366016e+01dB,1.37714505566163e+02°)
4.66659380314247e+03	(-2.36968820914771e+01dB,1.37596932591773e+02°)
4.67735141287157e+03	(-2.37566270694908e+01dB,1.37479687798095e+02°)
4.68813382145224e+03	(-2.38163755227365e+01dB,1.37362769979741e+02°)
4.69894108605174e+03	(-2.38761274039540e+01dB,1.37246177937345e+02°)
4.70977326396911e+03	(-2.39358826665213e+01dB,1.37129910477530e+02°)
4.72063041263549e+03	(-2.39956412644452e+01dB,1.37013966412881e+02°)
4.73151258961438e+03	(-2.40554031523536e+01dB,1.36898344561911e+02°)
4.74241985260202e+03	(-2.41151682854871e+01dB,1.36783043749029e+02°)
4.75335225942763e+03	(-2.41749366196908e+01dB,1.36668062804511e+02°)
4.76430986805373e+03	(-2.42347081114061e+01dB,1.36553400564467e+02°)
4.77529273657648e+03	(-2.42944827176631e+01dB,1.36439055870813e+02°)
4.78630092322596e+03	(-2.43542603960728e+01dB,1.36325027571234e+02°)
4.79733448636646e+03	(-2.44140411048187e+01dB,1.36211314519158e+02°)
4.80839348449686e+03	(-2.44738248026502e+01dB,1.36097915573725e+02°)
4.81947797625084e+03	(-2.45336114488741e+01dB,1.35984829599753e+02°)
4.83058802039730e+03	(-2.45934010033479e+01dB,1.35872055467708e+02°)
4.84172367584056e+03	(-2.46531934264719e+01dB,1.35759592053676e+02°)
4.85288500162078e+03	(-2.47129886791823e+01dB,1.35647438239327e+02°)
4.86407205691418e+03	(-2.47727867229442e+01dB,1.35535592911890e+02°)
4.87528490103343e+03	(-2.48325875197439e+01dB,1.35424054964119e+02°)
4.88652359342790e+03	(-2.48923910320825e+01dB,1.35312823294261e+02°)
4.89778819368402e+03	(-2.49521972229691e+01dB,1.35201896806031e+02°)
4.90907876152559e+03	(-2.50120060559133e+01dB,1.35091274408576e+02°)
4.92039535681407e+03	(-2.50718174949195e+01dB,1.34980955016447e+02°)
4.93173803954892e+03	(-2.51316315044793e+01dB,1.34870937549568e+02°)
4.94310686986791e+03	(-2.51914480495657e+01dB,1.34761220933207e+02°)
4.95450190804746e+03	(-2.52512670956265e+01dB,1.34651804097947e+02°)
4.96592321450291e+03	(-2.53110886085776e+01dB,1.34542685979650e+02°)
4.97737084978891e+03	(-2.53709125547971e+01dB,1.34433865519435e+02°)
4.98884487459967e+03	(-2.54307389011190e+01dB,1.34325341663643e+02°)
5.00034534976933e+03	(-2.54905676148271e+01dB,1.34217113363808e+02°)
5.01187233627227e+03	(-2.55503986636488e+01dB,1.34109179576631e+02°)
5.02342589522342e+03	(-2.56102320157494e+01dB,1.34001539263944e+02°)
5.03500608787859e+03	(-2.56700676397262e+01dB,1.33894191392686e+02°)
5.04661297563483e+03	(-2.57299055046025e+01dB,1.33787134934871e+02°)
5.05824662003068e+03	(-2.57897455798220e+01dB,1.33680368867562e+02°)
5.06990708274658e+03	(-2.58495878352434e+01dB,1.33573892172835e+02°)
5.08159442560515e+03	(-2.59094322411342e+01dB,1.33467703837759e+02°)
5.09330871057149e+03	(-2.59692787681660e+01dB,1.33361802854360e+02°)
5.10504999975360e+03	(-2.60291273874083e+01dB,1.33256188219595e+02°)
5.11681835540261e+03	(-2.60889780703237e+01dB,1.33150858935324e+02°)
5.12861383991318e+03	(-2.61488307887626e+01dB,1.33045814008280e+02°)
5.14043651582379e+03	(-2.62086855149574e+01dB,1.32941052450041e+02°)
5.15228644581710e+03	(-2.62685422215182e+01dB,1.32836573277002e+02°)
5.16416369272024e+03	(-2.63284008814270e+01dB,1.32732375510346e+02°)
5.17606831950521e+03	(-2.63882614680331e+01dB,1.32628458176017e+02°)
5.18800038928914e+03	(-2.64481239550481e+01dB,1.32524820304692e+02°)
5.19995996533469e+03	(-2.65079883165408e+01dB,1.32421460931752e+02°)
5.21194711105033e+03	(-2.65678545269327e+01dB,1.32318379097254e+02°)
5.22396188999072e+03	(-2.66277225609929e+01dB,1.32215573845906e+02°)
5.23600436585702e+03	(-2.66875923938339e+01dB,1.32113044227037e+02°)
5.24807460249725e+03	(-2.67474640009065e+01dB,1.32010789294571e+02°)
5.26017266390658e+03	(-2.68073373579953e+01dB,1.31908808106999e+02°)
5.27229861422775e+03	(-2.68672124412146e+01dB,1.31807099727351e+02°)
5.28445251775132e+03	(-2.69270892270035e+01dB,1.31705663223173e+02°)
5.29663443891609e+03	(-2.69869676921216e+01dB,1.31604497666494e+02°)
5.30884444230940e+03	(-2.70468478136449e+01dB,1.31503602133805e+02°)
5.32108259266745e+03	(-2.71067295689614e+01dB,1.31402975706029e+02°)
5.33334895487572e+03	(-2.71666129357668e+01dB,1.31302617468496e+02°)
5.34564359396923e+03	(-2.72264978920603e+01dB,1.31202526510916e+02°)
5.35796657513292e+03	(-2.72863844161409e+01dB,1.31102701927354e+02°)
5.37031796370203e+03	(-2.73462724866028e+01dB,1.31003142816201e+02°)
5.38269782516239e+03	(-2.74061620823318e+01dB,1.30903848280153e+02°)
5.39510622515078e+03	(-2.74660531825012e+01dB,1.30804817426180e+02°)
5.40754322945531e+03	(-2.75259457665679e+01dB,1.30706049365502e+02°)
5.42000890401574e+03	(-2.75858398142688e+01dB,1.30607543213567e+02°)
5.43250331492383e+03	(-2.76457353056166e+01dB,1.30509298090020e+02°)
5.44502652842371e+03	(-2.77056322208963e+01dB,1.30411313118683e+02°)
5.45757861091221e+03	(-2.77655305406616e+01dB,1.30313587427525e+02°)
5.47015962893921e+03	(-2.78254302457312e+01dB,1.30216120148640e+02°)
5.48276964920803e+03	(-2.78853313171850e+01dB,1.30118910418222e+02°)
5.49540873857574e+03	(-2.79452337363609e+01dB,1.30021957376539e+02°)
5.50807696405353e+03	(-2.80051374848511e+01dB,1.29925260167910e+02°)
5.52077439280706e+03	(-2.80650425444987e+01dB,1.29828817940679e+02°)
5.53350109215686e+03	(-2.81249488973943e+01dB,1.29732629847193e+02°)
5.54625712957860e+03	(-2.81848565258727e+01dB,1.29636695043773e+02°)
5.55904257270352e+03	(-2.82447654125094e+01dB,1.29541012690696e+02°)
5.57185748931878e+03	(-2.83046755401176e+01dB,1.29445581952167e+02°)
5.58470194736779e+03	(-2.83645868917449e+01dB,1.29350401996297e+02°)
5.59757601495058e+03	(-2.84244994506699e+01dB,1.29255471995078e+02°)
5.61047976032419e+03	(-2.84844132003995e+01dB,1.29160791124361e+02°)
5.62341325190297e+03	(-2.85443281246651e+01dB,1.29066358563833e+02°)
5.63637655825902e+03	(-2.86042442074206e+01dB,1.28972173496990e+02°)
5.64936974812250e+03	(-2.86641614328384e+01dB,1.28878235111119e+02°)
5.66239289038201e+03	(-2.87240797853068e+01dB,1.28784542597271e+02°)
5.67544605408494e+03	(-2.87839992494273e+01dB,1.28691095150242e+02°)
5.68852930843789e+03	(-2.88439198100112e+01dB,1.28597891968545e+02°)
5.70164272280695e+03	(-2.89038414520774e+01dB,1.28504932254393e+02°)
5.71478636671814e+03	(-2.89637641608490e+01dB,1.28412215213673e+02°)
5.72796030985776e+03	(-2.90236879217508e+01dB,1.28319740055925e+02°)
5.74116462207274e+03	(-2.90836127204065e+01dB,1.28227505994320e+02°)
5.75439937337103e+03	(-2.91435385426360e+01dB,1.28135512245638e+02°)
5.76766463392197e+03	(-2.92034653744528e+01dB,1.28043758030244e+02°)
5.78096047405664e+03	(-2.92633932020613e+01dB,1.27952242572069e+02°)
5.79428696426827e+03	(-2.93233220118542e+01dB,1.27860965098588e+02°)
5.80764417521258e+03	(-2.93832517904099e+01dB,1.27769924840796e+02°)
5.82103217770817e+03	(-2.94431825244902e+01dB,1.27679121033191e+02°)
5.83445104273690e+03	(-2.95031142010375e+01dB,1.27588552913748e+02°)
5.84790084144426e+03	(-2.95630468071725e+01dB,1.27498219723901e+02°)
5.86138164513974e+03	(-2.96229803301919e+01dB,1.27408120708521e+02°)
5.87489352529722e+03	(-2.96829147575656e+01dB,1.27318255115895e+02°)
5.88843655355534e+03	(-2.97428500769350e+01dB,1.27228622197706e+02°)
5.90201080171789e+03	(-2.98027862761099e+01dB,1.27139221209012e+02°)
5.91561634175418e+03	(-2.98627233430669e+01dB,1.27050051408225e+02°)
5.92925324579944e+03	(-2.99226612659465e+01dB,1.26961112057092e+02°)
5.94292158615517e+03	(-2.99826000330515e+01dB,1.26872402420672e+02°)
5.95662143528954e+03	(-3.00425396328442e+01dB,1.26783921767321e+02°)
5.97035286583781e+03	(-3.01024800539448e+01dB,1.26695669368667e+02°)
5.98411595060263e+03	(-3.01624212851288e+01dB,1.26607644499591e+02°)
5.99791076255453e+03	(-3.02223633153250e+01dB,1.26519846438212e+02°)
6.01173737483221e+03	(-3.02823061336135e+01dB,1.26432274465861e+02°)
6.02559586074301e+03	(-3.03422497292236e+01dB,1.26344927867065e+02°)
6.03948629376323e+03	(-3.04021940915319e+01dB,1.26257805929527e+02°)
6.05340874753857e+03	(-3.04621392100600e+01dB,1.26170907944108e+02°)
6.06736329588448e+03	(-3.05220850744727e+01dB,1.26084233204806e+02°)
6.08135001278661e+03	(-3.05820316745761e+01dB,1.25997781008739e+02°)
6.09536897240112e+03	(-3.06419790003154e+01dB,1.25911550656122e+02°)
6.10942024905514e+03	(-3.07019270417737e+01dB,1.25825541450255e+02°)
6.12350391724716e+03	(-3.07618757891690e+01dB,1.25739752697500e+02°)
6.13762005164736e+03	(-3.08218252328535e+01dB,1.25654183707261e+02°)
6.15176872709810e+03	(-3.08817753633110e+01dB,1.25568833791971e+02°)
6.16595001861424e+03	(-3.09417261711556e+01dB,1.25483702267070e+02°)
6.18016400138357e+03	(-3.10016776471293e+01dB,1.25398788450986e+02°)
6.19441075076723e+03	(-3.10616297821011e+01dB,1.25314091665121e+02°)
6.20869034230005e+03	(-3.11215825670646e+01dB,1.25229611233830e+02°)
6.22300285169101e+03	(-3.11815359931365e+01dB,1.25145346484403e+02°)
6.23734835482360e+03	(-3.12414900515550e+01dB,1.25061296747051e+02°)
6.25172692775627e+03	(-3.13014447336781e+01dB,1.24977461354884e+02°)
6.26613864672276e+03	(-3.13614000309819e+01dB,1.24893839643896e+02°)
6.28058358813258e+03	(-3.14213559350591e+01dB,1.24810430952948e+02°)
6.29506182857138e+03	(-3.14813124376174e+01dB,1.24727234623749e+02°)
6.30957344480133e+03	(-3.15412695304776e+01dB,1.24644250000842e+02°)
6.32411851376159e+03	(-3.16012272055727e+01dB,1.24561476431584e+02°)
6.33869711256867e+03	(-3.16611854549459e+01dB,1.24478913266130e+02°)
6.35330931851683e+03	(-3.17211442707490e+01dB,1.24396559857417e+02°)
6.36795520907855e+03	(-3.17811036452415e+01dB,1.24314415561148e+02°)
6.38263486190488e+03	(-3.18410635707883e+01dB,1.24232479735774e+02°)
6.39734835482587e+03	(-3.19010240398591e+01dB,1.24150751742478e+02°)
6.41209576585100e+03	(-3.19609850450264e+01dB,1.24069230945159e+02°)
6.42687717316958e+03	(-3.20209465789642e+01dB,1.23987916710416e+02°)
6.44169265515116e+03	(-3.20809086344470e+01dB,1.23906808407533e+02°)
6.45654229034594e+03	(-3.21408712043479e+01dB,1.23825905408459e+02°)
6.47142615748521e+03	(-3.22008342816374e+01dB,1.23745207087798e+02°)
6.48634433548176e+03	(-3.22607978593823e+01dB,1.23664712822788e+02°)
6.50129690343028e+03	(-3.23207619307443e+01dB,1.23584421993291e+02°)
6.51628394060780e+03	(-3.23807264889783e+01dB,1.23504333981770e+02°)
6.53130552647410e+03	(-3.24406915274319e+01dB,1.23424448173281e+02°)
6.54636174067212e+03	(-3.25006570395433e+01dB,1.23344763955452e+02°)
6.56145266302842e+03	(-3.25606230188408e+01dB,1.23265280718474e+02°)
6.57657837355357e+03	(-3.26205894589410e+01dB,1.23185997855079e+02°)
6.59173895244258e+03	(-3.26805563535479e+01dB,1.23106914760529e+02°)
6.60693448007532e+03	(-3.27405236964516e+01dB,1.23028030832601e+02°)
6.62216503701698e+03	(-3.28004914815272e+01dB,1.22949345471571e+02°)
6.63743070401845e+03	(-3.28604597027336e+01dB,1.22870858080201e+02°)
6.65273156201677e+03	(-3.29204283541123e+01dB,1.22792568063722e+02°)
6.66806769213558e+03	(-3.29803974297862e+01dB,1.22714474829822e+02°)
6.68343917568550e+03	(-3.30403669239589e+01dB,1.22636577788630e+02°)
6.69884609416462e+03	(-3.31003368309131e+01dB,1.22558876352702e+02°)
6.71428852925887e+03	(-3.31603071450097e+01dB,1.22481369937008e+02°)
6.72976656284253e+03	(-3.32202778606868e+01dB,1.22404057958916e+02°)
6.74528027697857e+03	(-3.32802489724586e+01dB,1.22326939838180e+02°)
6.76082975391916e+03	(-3.33402204749144e+01dB,1.22250014996923e+02°)
6.77641507610609e+03	(-3.34001923627176e+01dB,1.22173282859628e+02°)
6.79203632617119e+03	(-3.34601646306043e+01dB,1.22096742853121e+02°)
6.80769358693675e+03	(-3.35201372733830e+01dB,1.22020394406556e+02°)
6.82338694141603e+03	(-3.35801102859329e+01dB,1.21944236951406e+02°)
6.83911647281363e+03	(-3.36400836632036e+01dB,1.21868269921445e+02°)
6.85488226452595e+03	(-3.37000574002136e+01dB,1.21792492752739e+02°)
6.87068440014165e+03	(-3.37600314920495e+01dB,1.21716904883629e+02°)
6.88652296344209e+03	(-3.38200059338654e+01dB,1.21641505754720e+02°)
6.90239803840175e+03	(-3.38799807208813e+01dB,1.21566294808867e+02°)
6.91830970918869e+03	(-3.39399558483831e+01dB,1.21491271491162e+02°)
6.93425806016502e+03	(-3.39999313117208e+01dB,1.21416435248923e+02°)
6.95024317588729e+03	(-3.40599071063083e+01dB,1.21341785531679e+02°)
6.96626514110701e+03	(-3.41198832276220e+01dB,1.21267321791157e+02°)
6.98232404077103e+03	(-3.41798596712003e+01dB,1.21193043481273e+02°)
6.99841996002205e+03	(-3.42398364326429e+01dB,1.21118950058114e+02°)
7.01455298419903e+03	(-3.42998135076094e+01dB,1.21045040979930e+02°)
7.03072319883765e+03	(-3.43597908918188e+01dB,1.20971315707120e+02°)
7.04693068967078e+03	(-3.44197685810489e+01dB,1.20897773702221e+02°)
7.06317554262893e+03	(-3.44797465711351e+01dB,1.20824414429894e+02°)
7.07945784384069e+03	(-3.45397248579699e+01dB,1.20751237356911e+02°)
7.09577767963319e+03	(-3.45997034375019e+01dB,1.20678241952148e+02°)
7.11213513653259e+03	(-3.46596823057353e+01dB,1.20605427686567e+02°)
7.12853030126450e+03	(-3.47196614587287e+01dB,1.20532794033208e+02°)
7.14496326075443e+03	(-3.47796408925949e+01dB,1.20460340467176e+02°)
7.16143410212832e+03	(-3.48396206034998e+01dB,1.20388066465629e+02°)
7.17794291271291e+03	(-3.48996005876618e+01dB,1.20315971507769e+02°)
7.19448978003629e+03	(-3.49595808413510e+01dB,1.20244055074827e+02°)
7.21107479182829e+03	(-3.50195613608885e+01dB,1.20172316650051e+02°)
7.22769803602099e+03	(-3.50795421426459e+01dB,1.20100755718700e+02°)
7.24435960074919e+03	(-3.51395231830443e+01dB,1.20029371768028e+02°)
7.26105957435083e+03	(-3.51995044785539e+01dB,1.19958164287274e+02°)
7.27779804536752e+03	(-3.52594860256931e+01dB,1.19887132767651e+02°)
7.29457510254497e+03	(-3.53194678210279e+01dB,1.19816276702335e+02°)
7.31139083483345e+03	(-3.53794498611714e+01dB,1.19745595586455e+02°)
7.32824533138832e+03	(-3.54394321427831e+01dB,1.19675088917079e+02°)
7.34513868157042e+03	(-3.54994146625681e+01dB,1.19604756193209e+02°)
7.36207097494663e+03	(-3.55593974172766e+01dB,1.19534596915763e+02°)
7.37904230129028e+03	(-3.56193804037033e+01dB,1.19464610587569e+02°)
7.39605275058165e+03	(-3.56793636186867e+01dB,1.19394796713356e+02°)
7.41310241300844e+03	(-3.57393470591086e+01dB,1.19325154799737e+02°)
7.43019137896628e+03	(-3.57993307218936e+01dB,1.19255684355205e+02°)
7.44731973905915e+03	(-3.58593146040081e+01dB,1.19186384890119e+02°)
7.46448758409993e+03	(-3.59192987024603e+01dB,1.19117255916695e+02°)
7.48169500511080e+03	(-3.59792830142992e+01dB,1.19048296948997e+02°)
7.49894209332382e+03	(-3.60392675366141e+01dB,1.18979507502922e+02°)
7.51622894018131e+03	(-3.60992522665343e+01dB,1.18910887096198e+02°)
7.53355563733643e+03	(-3.61592372012283e+01dB,1.18842435248365e+02°)
7.55092227665359e+03	(-3.62192223379032e+01dB,1.18774151480772e+02°)
7.56832895020899e+03	(-3.62792076738047e+01dB,1.18706035316564e+02°)
7.58577575029108e+03	(-3.63391932062157e+01dB,1.18638086280672e+02°)
7.60326276940106e+03	(-3.63991789324567e+01dB,1.18570303899806e+02°)
7.62079010025336e+03	(-3.64591648498846e+01dB,1.18502687702440e+02°)
7.63835783577615e+03	(-3.65191509558926e+01dB,1.18435237218808e+02°)
7.65596606911180e+03	(-3.65791372479094e+01dB,1.18367951980893e+02°)
7.67361489361743e+03	(-3.66391237233991e+01dB,1.18300831522415e+02°)
7.69130440286533e+03	(-3.66991103798603e+01dB,1.18233875378824e+02°)
7.70903469064353e+03	(-3.67590972148260e+01dB,1.18167083087289e+02°)
7.72680585095625e+03	(-3.68190842258628e+01dB,1.18100454186692e+02°)
7.74461797802442e+03	(-3.68790714105707e+01dB,1.18033988217615e+02°)
7.76247116628614e+03	(-3.69390587665825e+01dB,1.17967684722331e+02°)
7.78036551039727e+03	(-3.69990462915633e+01dB,1.17901543244800e+02°)
7.79830110523181e+03	(-3.70590339832102e+01dB,1.17835563330653e+02°)
7.81627804588252e+03	(-3.71190218392520e+01dB,1.17769744527187e+02°)
7.83429642766134e+03	(-3.71790098574482e+01dB,1.17704086383357e+02°)
7.85235634609993e+03	(-3.72389980355892e+01dB,1.17638588449764e+02°)
7.87045789695020e+03	(-3.72989863714956e+01dB,1.17573250278648e+02°)
7.88860117618475e+03	(-3.73589748630177e+01dB,1.17508071423880e+02°)
7.90678627999746e+03	(-3.74189635080355e+01dB,1.17443051440952e+02°)
7.92501330480392e+03	(-3.74789523044575e+01dB,1.17378189886968e+02°)
7.94328234724202e+03	(-3.75389412502213e+01dB,1.17313486320638e+02°)
7.96159350417239e+03	(-3.75989303432924e+01dB,1.17248940302267e+02°)
7.97994687267897e+03	(-3.76589195816642e+01dB,1.17184551393746e+02°)
7.99834255006948e+03	(-3.77189089633578e+01dB,1.17120319158549e+02°)
8.01678063387599e+03	(-3.77788984864209e+01dB,1.17056243161716e+02°)
8.03526122185537e+03	(-3.78388881489282e+01dB,1.16992322969853e+02°)
8.05378441198986e+03	(-3.78988779489807e+01dB,1.16928558151120e+02°)
8.07235030248757e+03	(-3.79588678847054e+01dB,1.16864948275221e+02°)
