Freq.	V(vo)
5.10504999975387e+02	(-1.78520246177701e-03dB,-3.15191624223895e+01°)
5.11681835540288e+02	(-1.80841425663540e-03dB,-3.15938773526709e+01°)
5.12861383991345e+02	(-1.83195790632116e-03dB,-3.16687799770330e+01°)
5.14043651582406e+02	(-1.85583806361056e-03dB,-3.17438708480680e+01°)
5.15228644581737e+02	(-1.88005944607854e-03dB,-3.18191505205998e+01°)
5.16416369272051e+02	(-1.90462683697440e-03dB,-3.18946195516972e+01°)
5.17606831950548e+02	(-1.92954508616120e-03dB,-3.19702785006868e+01°)
5.18800038928941e+02	(-1.95481911100594e-03dB,-3.20461279291661e+01°)
5.19995996533496e+02	(-1.98045389735297e-03dB,-3.21221684010164e+01°)
5.21194711105060e+02	(-2.00645450043170e-03dB,-3.21984004824164e+01°)
5.22396188999100e+02	(-2.03282604586968e-03dB,-3.22748247418555e+01°)
5.23600436585730e+02	(-2.05957373060923e-03dB,-3.23514417501470e+01°)
5.24807460249752e+02	(-2.08670282395830e-03dB,-3.24282520804420e+01°)
5.26017266390686e+02	(-2.11421866855262e-03dB,-3.25052563082426e+01°)
5.27229861422802e+02	(-2.14212668138650e-03dB,-3.25824550114161e+01°)
5.28445251775160e+02	(-2.17043235483017e-03dB,-3.26598487702085e+01°)
5.29663443891637e+02	(-2.19914125770706e-03dB,-3.27374381672584e+01°)
5.30884444230967e+02	(-2.22825903632010e-03dB,-3.28152237876112e+01°)
5.32108259266773e+02	(-2.25779141554747e-03dB,-3.28932062187332e+01°)
5.33334895487600e+02	(-2.28774419991064e-03dB,-3.29713860505257e+01°)
5.34564359396951e+02	(-2.31812327470992e-03dB,-3.30497638753394e+01°)
5.35796657513320e+02	(-2.34893460710712e-03dB,-3.31283402879886e+01°)
5.37031796370232e+02	(-2.38018424730198e-03dB,-3.32071158857660e+01°)
5.38269782516267e+02	(-2.41187832963331e-03dB,-3.32860912684572e+01°)
5.39510622515106e+02	(-2.44402307379914e-03dB,-3.33652670383553e+01°)
5.40754322945559e+02	(-2.47662478598800e-03dB,-3.34446438002759e+01°)
5.42000890401602e+02	(-2.50968986012152e-03dB,-3.35242221615718e+01°)
5.43250331492412e+02	(-2.54322477903141e-03dB,-3.36040027321481e+01°)
5.44502652842399e+02	(-2.57723611572633e-03dB,-3.36839861244776e+01°)
5.45757861091249e+02	(-2.61173053462424e-03dB,-3.37641729536154e+01°)
5.47015962893950e+02	(-2.64671479280703e-03dB,-3.38445638372149e+01°)
5.48276964920832e+02	(-2.68219574133324e-03dB,-3.39251593955427e+01°)
5.49540873857602e+02	(-2.71818032650649e-03dB,-3.40059602514945e+01°)
5.50807696405381e+02	(-2.75467559122521e-03dB,-3.40869670306105e+01°)
5.52077439280735e+02	(-2.79168867630446e-03dB,-3.41681803610915e+01°)
5.53350109215714e+02	(-2.82922682182312e-03dB,-3.42496008738141e+01°)
5.54625712957888e+02	(-2.86729736852714e-03dB,-3.43312292023475e+01°)
5.55904257270381e+02	(-2.90590775919147e-03dB,-3.44130659829689e+01°)
5.57185748931907e+02	(-2.94506554004789e-03dB,-3.44951118546800e+01°)
5.58470194736808e+02	(-2.98477836223028e-03dB,-3.45773674592232e+01°)
5.59757601495087e+02	(-3.02505398319415e-03dB,-3.46598334410983e+01°)
5.61047976032448e+02	(-3.06590026821926e-03dB,-3.47425104475784e+01°)
5.62341325190326e+02	(-3.10732519188453e-03dB,-3.48253991287271e+01°)
5.63637655825931e+02	(-3.14933683958365e-03dB,-3.49085001374149e+01°)
5.64936974812279e+02	(-3.19194340907475e-03dB,-3.49918141293365e+01°)
5.66239289038230e+02	(-3.23515321199839e-03dB,-3.50753417630269e+01°)
5.67544605408524e+02	(-3.27897467549712e-03dB,-3.51590836998796e+01°)
5.68852930843818e+02	(-3.32341634377837e-03dB,-3.52430406041629e+01°)
5.70164272280724e+02	(-3.36848687974511e-03dB,-3.53272131430377e+01°)
5.71478636671843e+02	(-3.41419506666349e-03dB,-3.54116019865745e+01°)
5.72796030985805e+02	(-3.46054980978142e-03dB,-3.54962078077716e+01°)
5.74116462207304e+02	(-3.50756013803440e-03dB,-3.55810312825722e+01°)
5.75439937337133e+02	(-3.55523520578916e-03dB,-3.56660730898822e+01°)
5.76766463392227e+02	(-3.60358429452586e-03dB,-3.57513339115885e+01°)
5.78096047405694e+02	(-3.65261681461906e-03dB,-3.58368144325767e+01°)
5.79428696426857e+02	(-3.70234230712468e-03dB,-3.59225153407492e+01°)
5.80764417521288e+02	(-3.75277044557896e-03dB,-3.60084373270436e+01°)
5.82103217770847e+02	(-3.80391103783916e-03dB,-3.60945810854512e+01°)
5.83445104273720e+02	(-3.85577402791400e-03dB,-3.61809473130351e+01°)
5.84790084144456e+02	(-3.90836949788227e-03dB,-3.62675367099491e+01°)
5.86138164514004e+02	(-3.96170766977797e-03dB,-3.63543499794565e+01°)
5.87489352529752e+02	(-4.01579890751347e-03dB,-3.64413878279489e+01°)
5.88843655355564e+02	(-4.07065371887835e-03dB,-3.65286509649648e+01°)
5.90201080171819e+02	(-4.12628275747288e-03dB,-3.66161401032094e+01°)
5.91561634175449e+02	(-4.18269682477522e-03dB,-3.67038559585733e+01°)
5.92925324579975e+02	(-4.23990687214131e-03dB,-3.67917992501522e+01°)
5.94292158615547e+02	(-4.29792400291723e-03dB,-3.68799707002660e+01°)
5.95662143528985e+02	(-4.35675947448343e-03dB,-3.69683710344787e+01°)
5.97035286583812e+02	(-4.41642470043544e-03dB,-3.70570009816183e+01°)
5.98411595060294e+02	(-4.47693125269557e-03dB,-3.71458612737961e+01°)
5.99791076255484e+02	(-4.53829086374185e-03dB,-3.72349526464271e+01°)
6.01173737483252e+02	(-4.60051542877469e-03dB,-3.73242758382502e+01°)
6.02559586074332e+02	(-4.66361700800755e-03dB,-3.74138315913480e+01°)
6.03948629376354e+02	(-4.72760782891956e-03dB,-3.75036206511678e+01°)
6.05340874753888e+02	(-4.79250028855684e-03dB,-3.75936437665414e+01°)
6.06736329588479e+02	(-4.85830695590001e-03dB,-3.76839016897062e+01°)
6.08135001278692e+02	(-4.92504057420232e-03dB,-3.77743951763259e+01°)
6.09536897240143e+02	(-4.99271406341521e-03dB,-3.78651249855114e+01°)
6.10942024905546e+02	(-5.06134052261826e-03dB,-3.79560918798414e+01°)
6.12350391724747e+02	(-5.13093323248938e-03dB,-3.80472966253843e+01°)
6.13762005164768e+02	(-5.20150565780157e-03dB,-3.81387399917189e+01°)
6.15176872709842e+02	(-5.27307144996190e-03dB,-3.82304227519559e+01°)
6.16595001861455e+02	(-5.34564444960893e-03dB,-3.83223456827597e+01°)
6.18016400138389e+02	(-5.41923868917905e-03dB,-3.84145095643697e+01°)
6.19441075076754e+02	(-5.49386839556515e-03dB,-3.85069151806227e+01°)
6.20869034230037e+02	(-5.56954799281549e-03dB,-3.85995633189740e+01°)
6.22300285169132e+02	(-5.64629210481989e-03dB,-3.86924547705203e+01°)
6.23734835482392e+02	(-5.72411555808343e-03dB,-3.87855903300215e+01°)
6.25172692775659e+02	(-5.80303338449903e-03dB,-3.88789707959228e+01°)
6.26613864672308e+02	(-5.88306082418449e-03dB,-3.89725969703778e+01°)
6.28058358813291e+02	(-5.96421332835026e-03dB,-3.90664696592706e+01°)
6.29506182857170e+02	(-6.04650656219793e-03dB,-3.91605896722388e+01°)
6.30957344480166e+02	(-6.12995640787465e-03dB,-3.92549578226963e+01°)
6.32411851376192e+02	(-6.21457896745436e-03dB,-3.93495749278563e+01°)
6.33869711256899e+02	(-6.30039056593264e-03dB,-3.94444418087543e+01°)
6.35330931851716e+02	(-6.38740775436609e-03dB,-3.95395592902719e+01°)
6.36795520907888e+02	(-6.47564731290378e-03dB,-3.96349282011594e+01°)
6.38263486190521e+02	(-6.56512625397590e-03dB,-3.97305493740603e+01°)
6.39734835482620e+02	(-6.65586182548154e-03dB,-3.98264236455341e+01°)
6.41209576585133e+02	(-6.74787151403640e-03dB,-3.99225518560806e+01°)
6.42687717316991e+02	(-6.84117304821762e-03dB,-4.00189348501641e+01°)
6.44169265515149e+02	(-6.93578440192177e-03dB,-4.01155734762367e+01°)
6.45654229034627e+02	(-7.03172379773158e-03dB,-4.02124685867634e+01°)
6.47142615748554e+02	(-7.12900971032247e-03dB,-4.03096210382458e+01°)
6.48634433548210e+02	(-7.22766086991278e-03dB,-4.04070316912470e+01°)
6.50129690343062e+02	(-7.32769626579718e-03dB,-4.05047014104160e+01°)
6.51628394060814e+02	(-7.42913514989200e-03dB,-4.06026310645126e+01°)
6.53130552647443e+02	(-7.53199704034554e-03dB,-4.07008215264323e+01°)
6.54636174067246e+02	(-7.63630172516513e-03dB,-4.07992736732314e+01°)
6.56145266302876e+02	(-7.74206926595274e-03dB,-4.08979883861518e+01°)
6.57657837355391e+02	(-7.84932000164676e-03dB,-4.09969665506468e+01°)
6.59173895244292e+02	(-7.95807455231637e-03dB,-4.10962090564063e+01°)
6.60693448007566e+02	(-8.06835382302888e-03dB,-4.11957167973823e+01°)
6.62216503701732e+02	(-8.18017900773499e-03dB,-4.12954906718148e+01°)
6.63743070401879e+02	(-8.29357159325780e-03dB,-4.13955315822575e+01°)
6.65273156201711e+02	(-8.40855336329038e-03dB,-4.14958404356038e+01°)
6.66806769213592e+02	(-8.52514640245084e-03dB,-4.15964181431130e+01°)
6.68343917568584e+02	(-8.64337310042891e-03dB,-4.16972656204362e+01°)
6.69884609416496e+02	(-8.76325615614293e-03dB,-4.17983837876433e+01°)
6.71428852925922e+02	(-8.88481858198363e-03dB,-4.18997735692488e+01°)
6.72976656284287e+02	(-9.00808370808672e-03dB,-4.20014358942388e+01°)
6.74528027697891e+02	(-9.13307518671942e-03dB,-4.21033716960980e+01°)
6.76082975391951e+02	(-9.25981699664082e-03dB,-4.22055819128358e+01°)
6.77641507610644e+02	(-9.38833344761210e-03dB,-4.23080674870142e+01°)
6.79203632617154e+02	(-9.51864918487103e-03dB,-4.24108293657742e+01°)
6.80769358693710e+02	(-9.65078919377565e-03dB,-4.25138685008639e+01°)
6.82338694141638e+02	(-9.78477880439891e-03dB,-4.26171858486648e+01°)
6.83911647281398e+02	(-9.92064369627912e-03dB,-4.27207823702203e+01°)
6.85488226452630e+02	(-1.00584099031659e-02dB,-4.28246590312630e+01°)
6.87068440014201e+02	(-1.01981038178812e-02dB,-4.29288168022423e+01°)
6.88652296344244e+02	(-1.03397521971979e-02dB,-4.30332566583523e+01°)
6.90239803840210e+02	(-1.04833821668320e-02dB,-4.31379795795601e+01°)
6.91830970918905e+02	(-1.06290212264362e-02dB,-4.32429865506338e+01°)
6.93425806016537e+02	(-1.07766972547653e-02dB,-4.33482785611706e+01°)
6.95024317588765e+02	(-1.09264385147768e-02dB,-4.34538566056253e+01°)
6.96626514110736e+02	(-1.10782736589212e-02dB,-4.35597216833388e+01°)
6.98232404077139e+02	(-1.12322317344171e-02dB,-4.36658747985665e+01°)
6.99841996002241e+02	(-1.13883421886511e-02dB,-4.37723169605074e+01°)
7.01455298419939e+02	(-1.15466348746185e-02dB,-4.38790491833324e+01°)
7.03072319883801e+02	(-1.17071400564513e-02dB,-4.39860724862138e+01°)
7.04693068967114e+02	(-1.18698884150054e-02dB,-4.40933878933540e+01°)
7.06317554262929e+02	(-1.20349110535568e-02dB,-4.42009964340145e+01°)
7.07945784384105e+02	(-1.22022395035046e-02dB,-4.43088991425457e+01°)
7.09577767963356e+02	(-1.23719057302504e-02dB,-4.44170970584157e+01°)
7.11213513653296e+02	(-1.25439421390379e-02dB,-4.45255912262401e+01°)
7.12853030126486e+02	(-1.27183815809835e-02dB,-4.46343826958115e+01°)
7.14496326075480e+02	(-1.28952573591092e-02dB,-4.47434725221290e+01°)
7.16143410212868e+02	(-1.30746032344758e-02dB,-4.48528617654282e+01°)
7.17794291271328e+02	(-1.32564534324202e-02dB,-4.49625514912110e+01°)
7.19448978003666e+02	(-1.34408426488410e-02dB,-4.50725427702754e+01°)
7.21107479182866e+02	(-1.36278060565958e-02dB,-4.51828366787457e+01°)
7.22769803602136e+02	(-1.38173793119510e-02dB,-4.52934342981025e+01°)
7.24435960074956e+02	(-1.40095985611632e-02dB,-4.54043367152129e+01°)
7.26105957435120e+02	(-1.42045004471036e-02dB,-4.55155450223612e+01°)
7.27779804536790e+02	(-1.44021221159841e-02dB,-4.56270603172785e+01°)
7.29457510254534e+02	(-1.46025012241898e-02dB,-4.57388837031739e+01°)
7.31139083483383e+02	(-1.48056759451612e-02dB,-4.58510162887647e+01°)
7.32824533138869e+02	(-1.50116849764181e-02dB,-4.59634591883070e+01°)
7.34513868157080e+02	(-1.52205675466276e-02dB,-4.60762135216263e+01°)
7.36207097494701e+02	(-1.54323634228032e-02dB,-4.61892804141484e+01°)
7.37904230129066e+02	(-1.56471129175744e-02dB,-4.63026609969302e+01°)
7.39605275058203e+02	(-1.58648568965486e-02dB,-4.64163564066905e+01°)
7.41310241300882e+02	(-1.60856367858108e-02dB,-4.65303677858409e+01°)
7.43019137896666e+02	(-1.63094945794383e-02dB,-4.66446962825166e+01°)
7.44731973905953e+02	(-1.65364728472125e-02dB,-4.67593430506080e+01°)
7.46448758410031e+02	(-1.67666147423749e-02dB,-4.68743092497910e+01°)
7.48169500511118e+02	(-1.69999640094773e-02dB,-4.69895960455586e+01°)
7.49894209332420e+02	(-1.72365649923469e-02dB,-4.71052046092522e+01°)
7.51622894018169e+02	(-1.74764626421848e-02dB,-4.72211361180921e+01°)
7.53355563733681e+02	(-1.77197025257282e-02dB,-4.73373917552094e+01°)
7.55092227665398e+02	(-1.79663308335353e-02dB,-4.74539727096769e+01°)
7.56832895020938e+02	(-1.82163943883696e-02dB,-4.75708801765405e+01°)
7.58577575029147e+02	(-1.84699406537090e-02dB,-4.76881153568505e+01°)
7.60326276940145e+02	(-1.87270177423593e-02dB,-4.78056794576925e+01°)
7.62079010025375e+02	(-1.89876744251617e-02dB,-4.79235736922193e+01°)
7.63835783577654e+02	(-1.92519601398435e-02dB,-4.80417992796819e+01°)
7.65596606911219e+02	(-1.95199249999447e-02dB,-4.81603574454608e+01°)
7.67361489361782e+02	(-1.97916198039012e-02dB,-4.82792494210974e+01°)
7.69130440286572e+02	(-2.00670960442293e-02dB,-4.83984764443252e+01°)
7.70903469064392e+02	(-2.03464059167971e-02dB,-4.85180397591010e+01°)
7.72680585095665e+02	(-2.06296023302610e-02dB,-4.86379406156364e+01°)
7.74461797802481e+02	(-2.09167389155991e-02dB,-4.87581802704288e+01°)
7.76247116628654e+02	(-2.12078700357849e-02dB,-4.88787599862929e+01°)
7.78036551039766e+02	(-2.15030507955576e-02dB,-4.89996810323913e+01°)
7.79830110523221e+02	(-2.18023370513210e-02dB,-4.91209446842660e+01°)
7.81627804588291e+02	(-2.21057854212184e-02dB,-4.92425522238696e+01°)
7.83429642766173e+02	(-2.24134532952621e-02dB,-4.93645049395959e+01°)
7.85235634610033e+02	(-2.27253988456297e-02dB,-4.94868041263111e+01°)
7.87045789695060e+02	(-2.30416810371096e-02dB,-4.96094510853845e+01°)
7.88860117618516e+02	(-2.33623596376397e-02dB,-4.97324471247193e+01°)
7.90678627999786e+02	(-2.36874952290075e-02dB,-4.98557935587835e+01°)
7.92501330480433e+02	(-2.40171492176742e-02dB,-4.99794917086404e+01°)
7.94328234724242e+02	(-2.43513838457243e-02dB,-5.01035429019787e+01°)
7.96159350417279e+02	(-2.46902622020029e-02dB,-5.02279484731436e+01°)
7.97994687267937e+02	(-2.50338482333328e-02dB,-5.03527097631666e+01°)
7.99834255006989e+02	(-2.53822067558811e-02dB,-5.04778281197958e+01°)
8.01678063387639e+02	(-2.57354034667266e-02dB,-5.06033048975258e+01°)
8.03526122185577e+02	(-2.60935049555060e-02dB,-5.07291414576277e+01°)
8.05378441199027e+02	(-2.64565787162290e-02dB,-5.08553391681791e+01°)
8.07235030248798e+02	(-2.68246931592670e-02dB,-5.09818994040929e+01°)
8.09095899178342e+02	(-2.71979176234412e-02dB,-5.11088235471475e+01°)
8.10961057853800e+02	(-2.75763223883032e-02dB,-5.12361129860157e+01°)
8.12830516164059e+02	(-2.79599786865665e-02dB,-5.13637691162937e+01°)
8.14704284020799e+02	(-2.83489587166526e-02dB,-5.14917933405299e+01°)
8.16582371358552e+02	(-2.87433356554381e-02dB,-5.16201870682540e+01°)
8.18464788134749e+02	(-2.91431836711398e-02dB,-5.17489517160046e+01°)
8.20351544329777e+02	(-2.95485779363650e-02dB,-5.18780887073581e+01°)
8.22242649947030e+02	(-2.99595946413175e-02dB,-5.20075994729566e+01°)
8.24138115012961e+02	(-3.03763110071581e-02dB,-5.21374854505351e+01°)
8.26037949577137e+02	(-3.07988052995711e-02dB,-5.22677480849496e+01°)
8.27942163712293e+02	(-3.12271568424137e-02dB,-5.23983888282038e+01°)
8.29850767514381e+02	(-3.16614460316538e-02dB,-5.25294091394761e+01°)
8.31763771102629e+02	(-3.21017543493344e-02dB,-5.26608104851465e+01°)
8.33681184619592e+02	(-3.25481643778503e-02dB,-5.27925943388226e+01°)
8.35603018231206e+02	(-3.30007598143039e-02dB,-5.29247621813654e+01°)
8.37529282126840e+02	(-3.34596254850372e-02dB,-5.30573155009157e+01°)
8.39459986519355e+02	(-3.39248473604246e-02dB,-5.31902557929184e+01°)
8.41395141645152e+02	(-3.43965125697407e-02dB,-5.33235845601481e+01°)
8.43334757764233e+02	(-3.48747094162761e-02dB,-5.34573033127337e+01°)
8.45278845160247e+02	(-3.53595273926076e-02dB,-5.35914135681822e+01°)
8.47227414140553e+02	(-3.58510571960456e-02dB,-5.37259168514025e+01°)
8.49180475036271e+02	(-3.63493907443047e-02dB,-5.38608146947293e+01°)
8.51138038202333e+02	(-3.68546211913172e-02dB,-5.39961086379453e+01°)
8.53100114017546e+02	(-3.73668429432544e-02dB,-5.41318002283044e+01°)
8.55066712884640e+02	(-3.78861516747540e-02dB,-5.42678910205530e+01°)
8.57037845230326e+02	(-3.84126443452971e-02dB,-5.44043825769522e+01°)
8.59013521505352e+02	(-3.89464192158440e-02dB,-5.45412764672984e+01°)
8.60993752184556e+02	(-3.94875758655973e-02dB,-5.46785742689441e+01°)
8.62978547766926e+02	(-4.00362152090097e-02dB,-5.48162775668178e+01°)
8.64967918775649e+02	(-4.05924395129829e-02dB,-5.49543879534435e+01°)
8.66961875758172e+02	(-4.11563524142547e-02dB,-5.50929070289596e+01°)
8.68960429286257e+02	(-4.17280589369880e-02dB,-5.52318364011373e+01°)
8.70963589956036e+02	(-4.23076655105975e-02dB,-5.53711776853983e+01°)
8.72971368388067e+02	(-4.28952799877355e-02dB,-5.55109325048315e+01°)
8.74983775227391e+02	(-4.34910116625444e-02dB,-5.56511024902104e+01°)
8.77000821143589e+02	(-4.40949712890364e-02dB,-5.57916892800080e+01°)
8.79022516830839e+02	(-4.47072710997937e-02dB,-5.59326945204125e+01°)
8.81048873007968e+02	(-4.53280248247944e-02dB,-5.60741198653412e+01°)
8.83079900418517e+02	(-4.59573477104706e-02dB,-5.62159669764551e+01°)
8.85115609830790e+02	(-4.65953565390340e-02dB,-5.63582375231708e+01°)
8.87156012037915e+02	(-4.72421696479704e-02dB,-5.65009331826737e+01°)
8.89201117857902e+02	(-4.78979069497692e-02dB,-5.66440556399288e+01°)
8.91250938133699e+02	(-4.85626899518791e-02dB,-5.67876065876915e+01°)
8.93305483733249e+02	(-4.92366417768810e-02dB,-5.69315877265177e+01°)
8.95364765549547e+02	(-4.99198871829122e-02dB,-5.70760007647722e+01°)
8.97428794500702e+02	(-5.06125525842887e-02dB,-5.72208474186371e+01°)
8.99497581529988e+02	(-5.13147660723777e-02dB,-5.73661294121193e+01°)
9.01571137605910e+02	(-5.20266574366683e-02dB,-5.75118484770560e+01°)
9.03649473722254e+02	(-5.27483581861445e-02dB,-5.76580063531204e+01°)
9.05732600898153e+02	(-5.34800015708046e-02dB,-5.78046047878264e+01°)
9.07820530178138e+02	(-5.42217226034998e-02dB,-5.79516455365310e+01°)
9.09913272632204e+02	(-5.49736580819402e-02dB,-5.80991303624375e+01°)
9.12010839355862e+02	(-5.57359466110070e-02dB,-5.82470610365961e+01°)
9.14113241470202e+02	(-5.65087286252555e-02dB,-5.83954393379045e+01°)
9.16220490121951e+02	(-5.72921464116748e-02dB,-5.85442670531064e+01°)
9.18332596483532e+02	(-5.80863441327029e-02dB,-5.86935459767901e+01°)
9.20449571753123e+02	(-5.88914678494828e-02dB,-5.88432779113843e+01°)
9.22571427154714e+02	(-5.97076655453735e-02dB,-5.89934646671545e+01°)
9.24698173938174e+02	(-6.05350871496808e-02dB,-5.91441080621968e+01°)
9.26829823379300e+02	(-6.13738845616706e-02dB,-5.92952099224308e+01°)
9.28966386779887e+02	(-6.22242116748332e-02dB,-5.94467720815918e+01°)
9.31107875467781e+02	(-6.30862244013665e-02dB,-5.95987963812207e+01°)
9.33254300796942e+02	(-6.39600806969691e-02dB,-5.97512846706534e+01°)
9.35405674147502e+02	(-6.48459405858273e-02dB,-5.99042388070079e+01°)
9.37562006925830e+02	(-6.57439661859127e-02dB,-6.00576606551714e+01°)
9.39723310564588e+02	(-6.66543217345022e-02dB,-6.02115520877841e+01°)
9.41889596522791e+02	(-6.75771736139837e-02dB,-6.03659149852229e+01°)
9.44060876285873e+02	(-6.85126903778969e-02dB,-6.05207512355832e+01°)
9.46237161365743e+02	(-6.94610427772632e-02dB,-6.06760627346588e+01°)
9.48418463300847e+02	(-7.04224037871564e-02dB,-6.08318513859205e+01°)
9.50604793656231e+02	(-7.13969486335491e-02dB,-6.09881191004930e+01°)
9.52796164023601e+02	(-7.23848548204283e-02dB,-6.11448677971302e+01°)
9.54992586021385e+02	(-7.33863021571271e-02dB,-6.13020994021884e+01°)
9.57194071294793e+02	(-7.44014727860454e-02dB,-6.14598158495983e+01°)
9.59400631515882e+02	(-7.54305512104873e-02dB,-6.16180190808349e+01°)
9.61612278383613e+02	(-7.64737243228656e-02dB,-6.17767110448852e+01°)
9.63829023623919e+02	(-7.75311814331420e-02dB,-6.19358936982149e+01°)
9.66050878989761e+02	(-7.86031142975481e-02dB,-6.20955690047323e+01°)
9.68277856261197e+02	(-7.96897171475618e-02dB,-6.22557389357506e+01°)
9.70509967245437e+02	(-8.07911867191714e-02dB,-6.24164054699485e+01°)
9.72747223776913e+02	(-8.19077222823865e-02dB,-6.25775705933277e+01°)
9.74989637717334e+02	(-8.30395256710719e-02dB,-6.27392362991699e+01°)
9.77237220955758e+02	(-8.41868013129605e-02dB,-6.29014045879902e+01°)
9.79489985408646e+02	(-8.53497562600325e-02dB,-6.30640774674888e+01°)
9.81747943019931e+02	(-8.65286002191403e-02dB,-6.32272569525007e+01°)
9.84011105761080e+02	(-8.77235455828409e-02dB,-6.33909450649431e+01°)
9.86279485631157e+02	(-8.89348074606023e-02dB,-6.35551438337600e+01°)
9.88553094656885e+02	(-9.01626037102021e-02dB,-6.37198552948646e+01°)
9.90831944892714e+02	(-9.14071549694370e-02dB,-6.38850814910796e+01°)
9.93116048420880e+02	(-9.26686846880812e-02dB,-6.40508244720748e+01°)
9.95405417351473e+02	(-9.39474191601390e-02dB,-6.42170862943018e+01°)
9.97700063822499e+02	(-9.52435875563437e-02dB,-6.43838690209266e+01°)
9.99999999999945e+02	(-9.65574219569474e-02dB,-6.45511747217595e+01°)
1.00230523807784e+03	(-9.78891573847493e-02dB,-6.47190054731820e+01°)
1.00461579027834e+03	(-9.92390318384146e-02dB,-6.48873633580712e+01°)
1.00693166885175e+03	(-1.00607286326072e-01dB,-6.50562504657210e+01°)
1.00925288607663e+03	(-1.01994164899132e-01dB,-6.52256688917613e+01°)
1.01157945425984e+03	(-1.03399914686406e-01dB,-6.53956207380732e+01°)
1.01391138573662e+03	(-1.04824785928484e-01dB,-6.55661081127019e+01°)
1.01624869287064e+03	(-1.06269032012349e-01dB,-6.57371331297665e+01°)
1.01859138805406e+03	(-1.07732909506295e-01dB,-6.59086979093664e+01°)
1.02093948370762e+03	(-1.09216678195039e-01dB,-6.60808045774848e+01°)
1.02329299228070e+03	(-1.10720601115155e-01dB,-6.62534552658888e+01°)
1.02565192625135e+03	(-1.12244944590709e-01dB,-6.64266521120266e+01°)
1.02801629812642e+03	(-1.13789978269176e-01dB,-6.66003972589208e+01°)
1.03038612044156e+03	(-1.15355975157590e-01dB,-6.67746928550585e+01°)
1.03276140576134e+03	(-1.16943211658952e-01dB,-6.69495410542782e+01°)
1.03514216667929e+03	(-1.18551967608872e-01dB,-6.71249440156529e+01°)
1.03752841581796e+03	(-1.20182526312434e-01dB,-6.73009039033698e+01°)
1.03992016582900e+03	(-1.21835174581350e-01dB,-6.74774228866058e+01°)
1.04231742939325e+03	(-1.23510202771289e-01dB,-6.76545031393999e+01°)
1.04472021922074e+03	(-1.25207904819461e-01dB,-6.78321468405217e+01°)
1.04712854805084e+03	(-1.26928578282434e-01dB,-6.80103561733356e+01°)
1.04954242865226e+03	(-1.28672524374180e-01dB,-6.81891333256614e+01°)
1.05196187382316e+03	(-1.30440048004304e-01dB,-6.83684804896311e+01°)
1.05438689639120e+03	(-1.32231457816501e-01dB,-6.85483998615410e+01°)
1.05681750921360e+03	(-1.34047066227269e-01dB,-6.87288936417003e+01°)
1.05925372517723e+03	(-1.35887189464750e-01dB,-6.89099640342749e+01°)
1.06169555719867e+03	(-1.37752147607823e-01dB,-6.90916132471277e+01°)
1.06414301822426e+03	(-1.39642264625378e-01dB,-6.92738434916532e+01°)
1.06659612123020e+03	(-1.41557868415775e-01dB,-6.94566569826096e+01°)
1.06905487922260e+03	(-1.43499290846485e-01dB,-6.96400559379444e+01°)
1.07151930523755e+03	(-1.45466867793912e-01dB,-6.98240425786164e+01°)
1.07398941234118e+03	(-1.47460939183396e-01dB,-7.00086191284136e+01°)
1.07646521362977e+03	(-1.49481849029364e-01dB,-7.01937878137648e+01°)
1.07894672222977e+03	(-1.51529945475643e-01dB,-7.03795508635480e+01°)
1.08143395129788e+03	(-1.53605580835936e-01dB,-7.05659105088928e+01°)
1.08392691402114e+03	(-1.55709111634416e-01dB,-7.07528689829782e+01°)
1.08642562361700e+03	(-1.57840898646485e-01dB,-7.09404285208259e+01°)
1.08893009333337e+03	(-1.60001306939651e-01dB,-7.11285913590871e+01°)
1.09144033644869e+03	(-1.62190705914517e-01dB,-7.13173597358258e+01°)
1.09395636627203e+03	(-1.64409469345891e-01dB,-7.15067358902952e+01°)
1.09647819614312e+03	(-1.66657975423987e-01dB,-7.16967220627102e+01°)
1.09900583943246e+03	(-1.68936606795736e-01dB,-7.18873204940132e+01°)
1.10153930954135e+03	(-1.71245750606175e-01dB,-7.20785334256352e+01°)
1.10407861990201e+03	(-1.73585798539908e-01dB,-7.22703630992512e+01°)
1.10662378397760e+03	(-1.75957146862623e-01dB,-7.24628117565293e+01°)
1.10917481526234e+03	(-1.78360196462697e-01dB,-7.26558816388747e+01°)
1.11173172728153e+03	(-1.80795352892789e-01dB,-7.28495749871679e+01°)
1.11429453359167e+03	(-1.83263026411530e-01dB,-7.30438940414962e+01°)
1.11686324778050e+03	(-1.85763632025172e-01dB,-7.32388410408800e+01°)
1.11943788346709e+03	(-1.88297589529296e-01dB,-7.34344182229927e+01°)
1.12201845430190e+03	(-1.90865323550492e-01dB,-7.36306278238744e+01°)
1.12460497396686e+03	(-1.93467263588012e-01dB,-7.38274720776392e+01°)
1.12719745617545e+03	(-1.96103844055435e-01dB,-7.40249532161765e+01°)
1.12979591467273e+03	(-1.98775504322238e-01dB,-7.42230734688459e+01°)
1.13240036323549e+03	(-2.01482688755364e-01dB,-7.44218350621648e+01°)
1.13501081567225e+03	(-2.04225846760678e-01dB,-7.46212402194907e+01°)
1.13762728582337e+03	(-2.07005432824332e-01dB,-7.48212911606959e+01°)
